ticker,cik,form,filing_date,report_date,accession,items,primary_doc_description,primary_document,primary_path,filing_dir,status,error
CVX,93410,8-K,2024-11-01,2024-11-01,0000093410-24-000055,"2.02,9.01",8-K,cvx-20241101.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341024000055_8-K_2024-11-01\cvx-20241101.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341024000055_8-K_2024-11-01,ok,
CVX,93410,10-Q,2024-11-07,2024-09-30,0000093410-24-000059,,10-Q,cvx-20240930.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341024000059_10-Q_2024-11-07\cvx-20240930.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341024000059_10-Q_2024-11-07,ok,
CVX,93410,8-K,2024-12-10,2024-12-04,0000093410-24-000066,"5.03,9.01",8-K,cvx-20241204.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341024000066_8-K_2024-12-10\cvx-20241204.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341024000066_8-K_2024-12-10,ok,
CVX,93410,8-K,2025-01-31,2025-01-31,0000093410-25-000004,"2.02,9.01",8-K,cvx-20250131.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000004_8-K_2025-01-31\cvx-20250131.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000004_8-K_2025-01-31,ok,
CVX,93410,8-K,2025-01-31,2025-01-29,0000093410-25-000006,5.02,8-K,cvx-20250129.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000006_8-K_2025-01-31\cvx-20250129.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000006_8-K_2025-01-31,ok,
CVX,93410,10-K,2025-02-21,2024-12-31,0000093410-25-000009,,10-K,cvx-20241231.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000009_10-K_2025-02-21\cvx-20241231.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000009_10-K_2025-02-21,ok,
CVX,93410,8-K,2025-05-02,2025-05-02,0000093410-25-000016,"2.02,9.01",8-K,cvx-20250502.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000016_8-K_2025-05-02\cvx-20250502.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000016_8-K_2025-05-02,ok,
CVX,93410,10-Q,2025-05-08,2025-03-31,0000093410-25-000019,,10-Q,cvx-20250331.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000019_10-Q_2025-05-08\cvx-20250331.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000019_10-Q_2025-05-08,ok,
CVX,93410,8-K,2025-05-30,2025-05-28,0000093410-25-000024,"5.03,5.07,9.01",8-K,cvx-20250528.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000024_8-K_2025-05-30\cvx-20250528.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000024_8-K_2025-05-30,ok,
CVX,93410,8-K,2025-08-01,2025-08-01,0000093410-25-000058,"2.02,9.01",8-K,cvx-20250801.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000058_8-K_2025-08-01\cvx-20250801.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000058_8-K_2025-08-01,ok,
CVX,93410,10-Q,2025-08-07,2025-06-30,0000093410-25-000062,,10-Q,cvx-20250630.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000062_10-Q_2025-08-07\cvx-20250630.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000062_10-Q_2025-08-07,ok,
CVX,93410,8-K,2025-09-25,2025-09-25,0000093410-25-000098,7.01,8-K,cvx-20250925.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000098_8-K_2025-09-25\cvx-20250925.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000098_8-K_2025-09-25,ok,
CVX,93410,8-K,2025-10-31,2025-10-31,0000093410-25-000103,"2.02,9.01",8-K,cvx-20251031.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000103_8-K_2025-10-31\cvx-20251031.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000103_8-K_2025-10-31,ok,
CVX,93410,8-K,2025-11-03,2025-10-29,0000093410-25-000105,5.02,8-K,cvx-20251029.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000105_8-K_2025-11-03\cvx-20251029.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000105_8-K_2025-11-03,ok,
CVX,93410,10-Q,2025-11-06,2025-09-30,0000093410-25-000108,,10-Q,cvx-20250930.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000108_10-Q_2025-11-06\cvx-20250930.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000108_10-Q_2025-11-06,ok,
CVX,93410,8-K,2025-12-05,2025-12-03,0000093410-25-000122,"5.03,8.01,9.01",8-K,cvx-20251203.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000122_8-K_2025-12-05\cvx-20251203.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341025000122_8-K_2025-12-05,ok,
CVX,93410,8-K,2026-01-27,2026-01-27,0000093410-26-000010,5.02,8-K,cvx-20260127.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341026000010_8-K_2026-01-27\cvx-20260127.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341026000010_8-K_2026-01-27,ok,
CVX,93410,8-K,2026-01-30,2026-01-30,0000093410-26-000019,"2.02,9.01",8-K,cvx-20260130.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341026000019_8-K_2026-01-30\cvx-20260130.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341026000019_8-K_2026-01-30,ok,
CVX,93410,8-K,2026-01-30,2026-01-28,0000093410-26-000021,5.02,8-K,cvx-20260128.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341026000021_8-K_2026-01-30\cvx-20260128.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341026000021_8-K_2026-01-30,ok,
CVX,93410,10-K,2026-02-24,2025-12-31,0000093410-26-000078,,10-K,cvx-20251231.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341026000078_10-K_2026-02-24\cvx-20251231.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341026000078_10-K_2026-02-24,ok,
CVX,93410,8-K,2026-03-25,2026-03-25,0000093410-26-000103,"5.03,9.01",8-K,cvx-20260325.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341026000103_8-K_2026-03-25\cvx-20260325.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341026000103_8-K_2026-03-25,ok,
CVX,93410,8-K,2026-04-09,2026-04-09,0000093410-26-000108,2.02,8-K,cvx-20260409.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341026000108_8-K_2026-04-09\cvx-20260409.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341026000108_8-K_2026-04-09,ok,
CVX,93410,8-K,2026-05-01,2026-05-01,0000093410-26-000110,"2.02,9.01",8-K,cvx-20260501.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341026000110_8-K_2026-05-01\cvx-20260501.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341026000110_8-K_2026-05-01,ok,
CVX,93410,10-Q,2026-05-07,2026-03-31,0000093410-26-000113,,10-Q,cvx-20260331.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341026000113_10-Q_2026-05-07\cvx-20260331.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000009341026000113_10-Q_2026-05-07,ok,
CVX,93410,8-K,2024-07-31,2024-07-31,0000950142-24-002067,8.01,FORM 8-K,eh240514687_8k.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000095014224002067_8-K_2024-07-31\eh240514687_8k.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000095014224002067_8-K_2024-07-31,ok,
CVX,93410,8-K,2024-09-30,2024-09-30,0000950142-24-002464,"8.01,9.01",FORM 8-K,eh240536247_8k.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000095014224002464_8-K_2024-09-30\eh240536247_8k.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000095014224002464_8-K_2024-09-30,ok,
CVX,93410,8-K,2025-03-17,2025-03-17,0000950142-25-000756,8.01,FORM 8-K,eh250599067_8k.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000095014225000756_8-K_2025-03-17\eh250599067_8k.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000095014225000756_8-K_2025-03-17,ok,
CVX,93410,8-K,2025-07-18,2025-07-18,0000950142-25-001949,"7.01,8.01,9.01",FORM 8-K,eh250652625_8k.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000095014225001949_8-K_2025-07-18\eh250652625_8k.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000095014225001949_8-K_2025-07-18,ok,
CVX,93410,8-K,2025-07-29,2025-07-28,0000950142-25-002041,5.02,FORM 8-K,eh250658639_8k.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000095014225002041_8-K_2025-07-29\eh250658639_8k.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000095014225002041_8-K_2025-07-29,ok,
CVX,93410,8-K,2025-02-26,2025-02-26,0001193125-25-036821,"8.01,9.01",8-K,d934959d8k.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000119312525036821_8-K_2025-02-26\d934959d8k.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000119312525036821_8-K_2025-02-26,ok,
CVX,93410,8-K,2025-08-13,2025-08-13,0001193125-25-179846,"8.01,9.01",8-K,d949372d8k.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000119312525179846_8-K_2025-08-13\d949372d8k.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000119312525179846_8-K_2025-08-13,ok,
CVX,93410,8-K,2025-12-09,2025-12-09,0001193125-25-312771,"8.01,9.01",8-K,d47665d8k.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000119312525312771_8-K_2025-12-09\d47665d8k.htm,domain_knowledge\company_reports\CVX\public_reports\sec_filings\000119312525312771_8-K_2025-12-09,ok,
