"unit_id","category","description","rated_capacity","rated_capacity_unit","throughput_limit","throughput_limit_unit","control_devices"
"P-120B-IF Alloy Addition System (Melt Unit)","melt","Alloy addition system for the melt unit","93.5","tons/hr","","","AlloyBH"
"P-120C","melt","Metal transfer process for the melt unit","72","tons/hr","","","IFBH"
"P-120C Metal Transfer","transfer","Metal transfer process for induction melt furnaces","","","72","tons/hr","IFBH"
"P-120C Metal Transfer N/A","transfer","Metal transfer process for induction melt furnaces","","","72","tons/hr","IFBH"
"P-120F D830 Slag Loadout","loadout","Slag loadout process for induction melt furnaces","40","tons/hr","","","IFBH"
"P-120F D830 Slag Loadout N/A","loadout","Slag loadout process for induction melt furnaces","40","tons/hr","","","IFBH"
"P-132A 802 Pouring and Cooling","mold line","Pouring and cooling process for the mold line 802","","","43.8","tons/hr","IFDPBH"
"P-132A 802 Pouring and Cooling N/A","cooling","Pouring and cooling process for casting operations","","","43.8","tons/hr","IFDPBH"
"P-162 New Sand Delivery and Storage Area","storage","New sand delivery and storage area for raw material handling","27.79","tons/hr","","","SDSABH"
"P-173 East Sand Pelletizer Loadout N/A","loadout","East sand pelletizer loadout process for raw material handling","","","6.0","tons/hr","IFDPBH"
"P-174 East Sand Pelletizer Dust Silo","storage","East sand pelletizer dust silo for storage of processed sand","","","27.79","tons/hr","SDSABH"
"P-174 East Sand Pelletizer Loadout (Sand Unit)","sand handling","East sand pelletizer loadout process for the sand unit","6.0","tons/hr","","","SDSABH"
"P-182 Gas-Fired Heating Equipment","heating","Gas-fired heating equipment for various processes","","","300","MMBtu/hr","CE IIBH1E"
"P-182 Gas-Fired Heating Equipment (Mold Line 804)","mold line","Gas-fired heating equipment for the mold line 804","","","32","MMBtu/hr","IFBH"
"P-185D Ladle Preheat (Mold Line 804)","mold line","Ladle preheat process for the mold line 804","","","32","MMBtu/hr","IFBH"
"P-185D Ladle Preheat N/A","preheating","Ladle preheating process for metal handling","","","300","MMBtu/hr","CE IIBH1E"
"P-300 Scrap Receiving and Handling N/A","receiving","Scrap receiving and handling process for raw material processing","","","12.5","tons/hr","CE IIBH1E"
