"unit_id","category","description","rated_capacity","rated_capacity_unit","throughput_limit","throughput_limit_unit","control_devices"
"DDGS Dryer D EU-05","drying","Natural Gas DDGS Dryer","","","45","MMBtu/hr","C11"
"DDGS Dryer E EU-06","boilers","Thermal Oxidizer and Waste Heat Recovery Boiler","165","MMBtu/hr","","","C10, C11"
"DDGS Feed Conveyors EU-27","other","Conveyor System for DDGS Handling","120","tons/hr","","",""
"DDGS Feed Conveyors EU-69","conveyor","DDGS Material Conveyors","120","tons/hr","","",""
"DDGS Inclined Drag, DDGS Topfill Drags & Storage Legs, DDGS Storage Bin, DDGS Reclaim Conveyors & Load-out Leg, DDGS Topfill Drag (Silo Recirculation), DDGS Load-out Drag, DDGS Truck and Rail Load-out Spout","storage","DDGS Handling Equipment","200","tons/hr","","","CE-75"
"DDGS Load-out Drag EU-44","other","Equipment for DDGS Handling and Transfer","200","tons/hr","","",""
"DDGS Load-out Drag EU-55","conveyor","DDGS Load-out Drag","200","tons/hr","","","CE-75"
"DDGS Reclaim Conveyors & Load-out Leg EU-42","other","Equipment for DDGS Handling and Transfer","200","tons/hr","","",""
"DDGS Reclaim Conveyors & Load-out Leg EU-53","conveyor","DDGS Reclaim Conveyors and Load-out Leg","200","tons/hr","","","CE-75"
"DDGS Storage Bin EU-41","storage","Storage Silo for DDGS","8000","tons","","",""
"DDGS Storage Bin EU-51","storage","DDGS Storage Bin","8000","tons","","","CE-75"
"DDGS Topfill Drag (Silo Recirculation) EU-43","other","Equipment for DDGS Handling and Transfer","200","tons/hr","","",""
"DDGS Topfill Drag (Silo Recirculation) EU-54","conveyor","DDGS Topfill Drag for Silo Recirculation","200","tons/hr","","","CE-75"
"DDGS Truck and Rail Load-out Spout EU-45","other","Equipment for DDGS Handling and Transfer","200","tons/hr","","",""
"DDGS Truck and Rail Load-out Spout EU-56","load-out","DDGS Truck and Rail Load-out Spout","200","tons/hr","","","CE-75"
"Ethanol Rail Load-out EU-47","other","Equipment for Ethanol Handling and Transfer","200000","gal/hr","","",""
"Ethanol Rail Load-out EU-59B","load-out","Ethanol Rail Load-out Spout","200","tons/hr","","","CE-80"
"Ethanol Truck and Rail Load-out, Combustion Emissions from Ethanol Load-out","loading","Ethanol Loading Equipment","12400","MMBtu/hr","","","CE-80"
"Ethanol Truck Load-out EU-46","other","Equipment for Ethanol Handling and Transfer","124000","gal/hr","","",""
"Ethanol Truck Load-out EU-59A","load-out","Ethanol Truck Load-out Spout","200","tons/hr","","","CE-80"
"Evaporators EU-25","evaporation","Equipment for Thin Stillage Evaporation","3000","gal/min","","",""
"Evaporators EU-47","evaporation","Corn Thin Stillage Evaporators","3000","gal/min","","",""
"Flash Tank EU-13","cooling","Pressure Reduction Tank for Ethanol Production","4830","gal","","",""
"Flash Tank EU-27","flash tank","Corn Flash Tank","4830","gal","","",""
"Fugitive Dust Emissions from Truck Traffic FS-10","other","Emissions from Truck Traffic on Paved Roads","","","","",""
"Fugitive Dust Emissions from Truck Traffic, Fugitive Emissions from Equipment Leaks, Cooling Tower","other","General Fugitive Emission Sources","","","","","CE-FS80"
"Fugitive Emissions from Equipment Leaks FS-40","other","Emissions from Equipment Leaks","","","","",""
"Liquefaction Tank #1 EU-15","storage","Storage Tank for Liquefied Ethanol","128500","gal","","",""
"Liquefaction Tank #1 EU-30","liquefaction tank","Corn Liquefaction Tank","128500","gal","","",""
"Liquefaction Tank #2 EU-16","storage","Storage Tank for Liquefied Ethanol","128500","gal","","",""
"Liquefaction Tank #2 EU-31","liquefaction tank","Corn Liquefaction Tank","128500","gal","","",""
"Mixer EU-10","other","Mixing Equipment for Ethanol Production","2000","gal/min","","",""
"Mixer EU-20","mixing","Corn Mixing Equipment","2000","gal/min","","",""
"Mixer, Slurry Tank #1, Slurry Tank #2, Flash Tank, Cook Tubes, Liquefaction Tank #1, Yeast Tank #1, Yeast Tank #2, Beer Column, Side Stripper, Rectifier Column, 190 Proof Condenser, Molecular Sieve, 200 Proof Condenser","distillation","Ethanol Distillation and Refining Process Equipment","","","","","C10, C11"
"Reclaim Drag #1 EU-11","receiving","Corn Reclaim Drag","6000","bu/hr","","",""
"Reclaim Drag #1 EU-32","other","Equipment for Corn Handling and Transfer","6000","bu/hr","","",""
"Reclaim Drag #2 EU-17","receiving","Corn Reclaim Drag","6000","bu/hr","","",""
"Reclaim Drag #2 EU-37","other","Equipment for Corn Handling and Transfer","6000","bu/hr","","",""
"Reclaim Drag #3 EU-40","other","Equipment for Corn Handling and Transfer","22000","bu/hr","","",""
"Reclaim Drag #3 EU-65","receiving","Corn Reclaim Drag","22000","bu/hr","","",""
"Rectifier Column EU-21","distillation","Distillation Column for Ethanol Production","3000","gal/min","","","C10, C11"
"Rectifier Column EU-43","rectification","Corn Rectification Column","3000","gal/min","","","C10, C11"
"Scalping Bin 3A (Dirty Day Bin)","drying","Scalping Bin for Corn Processing","9970","bushels/hr","","",""
"Scalping Bin 3A EU-19","receiving","Corn Scalping Bin","9970","bu","","",""
"Scalping Bin 3A EU-38","other","Equipment for Corn Handling and Transfer","9970","bu","","",""
"Side Stripper EU-20","distillation","Distillation Column Side Stream Recovery Equipment","3000","gal/min","","","C10, C11"
"Slurry Tank #1 EU-11","storage","Storage Tank for Slurry","25467","gal","","",""
"Slurry Tank #1 EU-25","storage","Corn Slurry Storage Tank","25467","gal","","",""
"Slurry Tank #2 EU-12","storage","Storage Tank for Slurry","29325","gal","","",""
"Slurry Tank #2 EU-26","storage","Corn Slurry Storage Tank","29325","gal","","",""
"Thermal Oxidizer/Waste Heat Recovery Boiler","boiler","Thermal Oxidizer and Waste Heat Recovery Boiler","165","MMBtu/hr","","","C10, C11"
"Thermal Oxidizer/Waste Heat Recovery Boiler EU-03","boilers","Thermal Oxidizer and Waste Heat Recovery Boiler","165","MMBtu/hr","","","C10, C11"
"Thermal Oxidizer/Waste Heat Recovery Boiler EU-06","boilers","Thermal Oxidizer and Waste Heat Recovery Boiler","165","MMBtu/hr","","","C10, C11"
"Top Fill Drag #1 EU-30","other","Equipment for Corn Handling and Transfer","20000","bu/hr","","",""
"Top Fill Drag #1 EU-9","receiving","Corn Top Fill Drag","20000","bu/hr","","",""
"Top Fill Drag #2 EU-15","receiving","Corn Top Fill Drag","20000","bu/hr","","",""
"Top Fill Drag #2 EU-35","other","Equipment for Corn Handling and Transfer","20000","bu/hr","","",""
"Yeast Tank #1 EU-17","storage","Storage Tank for Yeast","21175","gal","","",""
"Yeast Tank #1 EU-36","storage","Corn Yeast Storage Tank","21175","gal","","",""
"Yeast Tank #2 EU-18","storage","Storage Tank for Yeast","21175","gal","","",""
"Yeast Tank #2 EU-37","storage","Corn Yeast Storage Tank","21175","gal","","",""
