"unit_id","category","description","rated_capacity","rated_capacity_unit","throughput_limit","throughput_limit_unit","control_devices"
"EU-04a","receiving","Enclosed drag conveyor","20000","bushels/hour","1444500","tons/year","GR-1"
"EU-04a to EU05","conveying","Conveyor from Truck Unloading to Grain Storage","","","900","tons/hr",""
"EU-04 to EU05","conveying","Conveyor from Rail Unloading to Grain Storage","","","900","tons/hr",""
"EU05","storage","Concrete storage silos with baghouse control","1444500","tons/year","","","GR-1"
"EU05a","receiving","Fill conveyor for concrete silos with baghouse control","10000","bushels/hour","","","GR-1"
"EU06","storage","Steel storage tank vents","120000","tons/year","","","stack (per tank)"
"EU06a","receiving","Jump drag reclaim conveyor with baghouse control","10000","bushels/hour","","","GR-1"
"EU06b","receiving","Grain sweep conveyors for steel storage tanks with baghouse control","10000","bushels/hour","","","GR-1"
"EU07","storage","Conveyors from grain storage","1314000","tons/year","","","CE-18, CE-05"
"EU09","processing","Grain cleaner","1314000","tons/year","","","CE-18, CE-05"
"EU10","processing","E/W bean dryer","1314000","tons/year","","","CE-06, BH-06A"
"EU10, EU11 and EU13","conditioning","Cracking & Conditioning","-50.91","","","","EP04"
"EU11","processing","Cracking rolls with baghouse control","1314000","tons/year","","","GR-1"
"EU12","processing","Hull separator system","1314000","tons/year","","","CE-06, BH-06A"
"EU12 and EU14","flaking","Hull Separator & Flaking","13.028","tons/hour","","","EP05"
"EU13","processing","Conditioner","1314000","tons/year","","","CE-06, BH-06A"
"EU14","processing","Flaking operation","1314000","tons/year","","","CE-07"
"EU15","other","Expander System","800","tons/day","1600","tons/day","CE-15"
"EU16","processing","Secondary hull screening operation","91980","tons/year","","","CE-05, CE-19, CE-19A, CE-19B"
"EU17","processing","Hull grinders","91980","tons/year","","","CE-20, CE-20A"
"EU18","storage","Hull storage bins","91980","tons/year","","","stack (EP03)"
"EU19","conveying","Hull conveyor with baghouse control","91980","tons/year","","","GR-1"
"EU20","processing","Pellet mill","91980","tons/year","","","CE-08"
"EU20 and EU21","cooling","Pellet Mill and Cooler","0.682","tons/hour","","","EP07"
"EU21","processing","Pellet cooler","91980","tons/year","","","CE-08"
"EU22","storage","Pellet storage unit","91980","tons/year","","","CE-18, CE-05"
"EU23","dryer","DTDC - Deck #1 dryer","","","1314000","tons/year","CE-09, EP08A"
"EU23/24/24A/25","other","DTDC (likely a process or equipment name)","","","","",""
"EU24","dryer","DTDC - Deck #2 dryer","","","1314000","tons/year","CE-10, EP08A"
"EU24A","dryer","DTDC - Deck #3 dryer","","","1314000","tons/year","CE-10A, EP09A"
"EU25","cooling","DTDC - cooler deck","","","1314000","tons/year","CE-11, EP10"
"EU26","conveyor","Meal conveyor (from DTDC to meal screens)","1051200","tons/year","","","BH-2A, EP11"
"EU27","sifting","Meal sifting operation","1314000","tons/year","","","BH-2A, EP11"
"EU27 and EU28","grinding","Meal Sifter and Grinder","1.272","tons/hour","","","EP11"
"EU28","grinding","Meal grinding operation","1314000","tons/year","","","BH-2A, EP11"
"EU29","storage","Meal storage elevator leg","1051200","tons/year","","","BH-2A, EP11"
"EU30","storage","Meal storage unit (two tanks)","1051200","tons/year","","","BH-30A, EP30A, BH-30B, EP30B"
"EU30, BH-30A","storage","Meal Storage Tank (2)","","","136","tons/hr",""
"EU30, BH-30B","storage","Meal Storage Tank (3)","","","136","tons/hr",""
"EU31","storage","Meal surge tanks (two tanks)","1051200","tons/year","","","BH-31, EP31"
"EU32","storage","Hull pellet surge tank","91980","tons/year","","","BH-31, EP31"
"EU33","conveyor","Enclosed conveying system (five conveyors)","1051200","tons/year","","","ML-1, EP12"
"EU34","loadout","Truck meal, hull and hull pellet loadout operation","1314000","tons/year","","","ML-1, EP12"
"EU35","loadout","Rail meal, hull and hull pellet loadout operation","1314000","tons/year","","","ML-1, EP12"
"EU35 and EU36","loadout","Rail Meal and Hull Pellet Loadout (and Storage)","3.858","tons/hour","","","EP12"
"EU36","storage","Meal clay storage unit","6570","tons/year","","","MC-1, EP13"
"EU37","storage","Refinery clay storage unit","4500","tons/year","","","RCB, EP14"
"EU38","extraction","Oil extraction process using hexane solvent","1314000","tons/year","","","CE-22, EP25"
"EU40","boiler","Natural gas-fired package boiler","144","MBtu/hr","","","EP15"
"EU41","boilers","Boiler #3 (S-6 and S-7)","82500","MBtu/hr","","","EP17"
"EU42","boiler","Refinery boiler","13000","MBtu/hr","","","EP18"
"EU43","other","Stack Test Data (Various Units)","","","","",""
"EU44","conditioner","Vertical seed conditioner (steam-heated soybean heater)","1314000","tons/year","","","BH-44, EP44"
"EU45","cooling","Cooling Tower (Existing)","","","1500","gpm",""
"EU46","boiler","Boiler #4","145000","MBtu/hr","","","EP46"
"EU47","storage","Silica Clay Silo","0.26","tons/hour","","","EP19"
"EU48","receiving","Truck receiving pit and associated discharge drag conveyor","900","tons/hour","","","GR-1"
"EU48a","other","Drag conveyor associated with EU48","1444500","tons/year","","",""
"EU49","cooling","Cooling Tower (Existing)","","","1500","gpm",""
"EU50","receiving","Truck receiving pit","900","tons/hour","","","GR-1"
"EU50a","receiving","Drag conveyor for EU50 with baghouse control","900","tons/hour","","","GR-1"
"EU51","receiving","Rail Soybean Meal Receiving Station","125","tons/hour","","","BH-2A"
"EU-51","receiving","Rail receiving station","","","1095000","tons/year","BH-2A"
"EU52","cooling","Cooling Tower (Existing)","","","1500","gpm",""
"Not specified","other","Continuous opacity monitoring system or Method 9 performance test equipment for particulate matter emissions.","","","","",""
"Plant Roads (fugitive)","other","Fugitive Emissions from Plant Roads","1.93","tons/hour","","",""
