commodity,descriptn,abbreviatn,unit_qy1,unit_qy2,sitc,end_use,naics,usda,hitech
0102390034,"BUFFALO, LIVE, MALE, WEIGHING 90 KG OR MORE BUT LESS THAN 200 KG EACH, OTHER THAN PUREBRED BREEDING AND/OR BISON","BUFFALO, LIVE, MALE, 90 KG TO LT 200 KG EA, NESOI",NO,KG,00119,00100,1121XX,0,00
0102390038,"BUFFALO, LIVE, FEMALE, WEIGHING 90 KG OR MORE BUT LESS THAN 200 KG EACH, OTHER THAN PUREBRED BREEDING AND/OR BISON","BUFFALO, LIVE, FEMALE, 90 KG TO LT 200 KG, NESOI",NO,KG,00119,00100,1121XX,0,00
0102390054,"BUFFALO, LIVE, MALE, WEIGHING 200 KG OR MORE BUT LESS THAN 320 KG EACH, OTHER THAN PUREBRED BREEDING AND/OR BISON","BUFFALO, LIVE, MALE, 200 KG TO LT 320 KG EA, NESOI",NO,KG,00119,00100,1121XX,0,00
0102390058,"BUFFALO, FEMALE, LIVE, WEIGHING 200 KG OR MORE BUT LESS THAN 320 KG EACH, OTHER THAN PUREBRED BREEDING AND/OR BISON","BUFFALO, LIVE, FEMALE, 200 KG TO LT 320 KG, NESOI",NO,KG,00119,00100,1121XX,0,00
0102390061,"BUFFALO, LIVE, IMPORTED FOR IMMEDIATE SLAUGHTER, WEIGHING 320 KG OR MORE EACH, NESOI",BUFFALO FOR IMMEDIATE SLAUGHTER GT=320 KG EA NESOI,NO,KG,00119,00100,1121XX,0,00
0102390072,"BUFFALO, LIVE, FOR BREEDING, MALE, WEIGHING 320 KG OR MORE EACH, NESOI","BUFFALO, LIVE, BREEDING MALE GT=320 KG EA NESOI",NO,KG,00119,12060,1121XX,0,00
0102390074,"BUFFALO, LIVE, FOR BREEDING, FEMALE, WEIGHING 320 KG OR MORE EACH, NESOI","BUFFALO, LIVE, BREEDING, FEMALE GT=320 KG EA NESOI",NO,KG,00119,12060,1121XX,0,00
0102390082,"BUFFALO, LIVE, MALE, WEIGHING 320 KG OR MORE EACH, NESOI","BUFFALO, LIVE, MALE, WEIGHING GT=320 KG EACH NESOI",NO,KG,00119,00100,1121XX,0,00
0102390084,"BUFFALO, LIVE, FEMALE, WEIGHING 320 KG OR MORE EACH, NESOI","BUFFALO, LIVE, FEMALE, WEIGHING GT=320 KG EA NESOI",NO,KG,00119,00100,1121XX,0,00
0102900000,"BOVINES, LIVE, OTHER THAN CATTLE OR BUFFALO","BOVINES, LIVE, OTHER THAN CATTLE OR BUFFALO",NO,KG,00119,00100,1121XX,0,00
0103100000,"SWINE, PUREBRED BREEDING, LIVE","SWINE, PUREBRED BREEDING, LIVE",NO,,00131,12060,112210,0,00
0103910010,"SWINE, WEIGHING LESS THAN 7 KG EACH, LIVE, EXCEPT PUREBRED BREEDING","SWINE, LT 7 KG EACH, LIVE, EXC PUREBRED BREEDING",NO,KG,00139,00100,112210,0,00
0103910020,"SWINE, WEIGHING 7 KG OR MORE BUT LESS THAN 23 KG EACH, LIVE, EXCEPT PUREBRED BREEDING","SWINE, 7 KG TO LT 23 KG EA, LIVE, NESOI",NO,KG,00139,00100,112210,0,00
0103910030,"SWINE, WEIGHING 23 KG OR MORE BUT LESS THAN 50 KG EACH, LIVE, EXCEPT PUREBRED BREEDING","SWINE, 23 KG TO LT 50 KG EACH, LIVE, NESOI",NO,KG,00139,00100,112210,0,00
0103920010,"SWINE, LIVE, IMPORTED FOR IMMEDIATE SLAUGHTER, WEIGHING 50 KG OR MORE EACH, EXCEPT PUREBRED BREEDING","SWINE, LIVE, IMMEDIATE SLAUGHTER, GT=50 KG, NESOI",NO,KG,00139,00100,112210,0,00
0103920020,"SWINE, WEIGHING 50 KG OR MORE EACH, LIVE, BREEDING, EXCEPT PUREBRED, IMMEDIATE SLAUGHTER","SWINE, GT=50 KG EACH, LIVE, BREEDING, NESOI",NO,KG,00139,12060,112210,0,00
0103920091,"SWINE, WEIGHING 50 KG OR MORE EACH, LIVE, EXCEPT IMMEDIATE SLAUGHTER, PUREBRED BREEDING, BREEDING","SWINE, GT=50 KG EACH, LIVE, NESOI",NO,KG,00139,12060,112210,0,00
0104100000,"SHEEP, LIVE","SHEEP, LIVE",NO,KG,00121,00100,112410,0,00
0104200000,"GOATS, LIVE","GOATS, LIVE",NO,,00122,00100,112420,0,00
0105110010,"CHICKENS, LIVE, WEIGHING NOT MORE THAN 185 G EACH, BREEDING STOCK, LAYER-TYPE (EGG-TYPE)","CHICKENS, LIVE, LT=185 G, BREEDING STOCK, EGG-TYPE",NO,,00141,12060,1123XX,0,00
0105110020,"CHICKENS, LIVE, WEIGHING NOT MORE THAN 185 G EACH, BREEDING STOCK, BROILER-TYPE (MEAT-TYPE)","CHICKEN, LIVE, LT=185 G, BREEDING STOCK, MEAT-TYPE",NO,,00141,12060,1123XX,0,00
0105110040,"CHICKENS, LIVE, WEIGHING NOT MORE THAN 185 G EACH, EXCEPT BREEDING STOCK","CHICKENS, LIVE, LT=185 G EACH, EXC BREEDING STOCK",NO,,00141,00100,1123XX,0,00
0105120000,"TURKEYS, LIVE, WEIGHING NOT MORE THAN 185 G EACH","TURKEYS, LIVE, WEIGHING NOT MORE THAN 185 G EACH",NO,,00141,00100,1123XX,0,00
0105130000,"DUCKS, LIVE, WEIGHING NOT MORE THAN 185 G EACH","DUCKS, LIVE, WEIGHING NOT MORE THAN 185 G EACH",NO,,00141,00100,1123XX,0,00
0105140000,"GEESE, LIVE, WEIGHING NOT MORE THAN 185 G EACH","GEESE, LIVE, WEIGHING NOT MORE THAN 185 G EACH",NO,,00141,00100,1123XX,0,00
0105150000,"GUINEA FOWLS, LIVE, WEIGHING NOT MORE THAN 185 G EACH","GUINEA FOWLS, LIVE, LT= 185 G EACH",NO,,00141,00100,1123XX,0,00
0105940000,"CHICKENS, LIVE, WEIGHING 185 G OR MORE EACH","CHICKENS, LIVE, WEIGHING 185 G OR MORE EACH",NO,KG,00149,00100,1123XX,0,00
0105990000,"POULTRY, LIVE, WEIGHING 185 G OR MORE EACH, NESOI","POULTRY, LIVE, WEIGHING 185 G OR MORE EACH, NESOI",NO,KG,00149,00100,1123XX,0,00
0106110000,"PRIMATES, LIVE","PRIMATES, LIVE",NO,,00190,50040,112990,0,00
0106120100,"WHALES, DOLPHINS AND PORPOISES; MANATEES AND DUGONGS; SEALS, SEA LIONS AND WALRUSES, LIVE","WHALES, DOLPHINS, MANATEES, SEALS, ETC., LIVE",NO,,00190,50040,112990,0,00
0106130000,"CAMELS AND OTHER CAMELIDS (CAMELIDAE), LIVE","CAMELS AND OTHER CAMELIDS (CAMELIDAE), LIVE",NO,,00190,12060,112990,0,00
0106140000,"RABBITS AND HARES, LIVE","RABBITS AND HARES, LIVE",NO,,00190,12060,112930,0,00
0106193000,"FOXES, LIVE","FOXES, LIVE",NO,,00190,12060,112930,0,00
0106199120,"DOGS, LIVE","DOGS, LIVE",NO,,00190,12060,112990,0,00
0106199195,"MAMMALS, LIVE, NESOI","MAMMALS, LIVE, NESOI",NO,,00190,12060,112990,0,00
0106200000,"REPTILES (INCLUDING SNAKES AND TURTLES), LIVE","REPTILES (INCLUDING SNAKES AND TURTLES), LIVE",NO,,00190,50040,112990,0,00
0106310000,"BIRDS OF PREY, LIVE","BIRDS OF PREY, LIVE",NO,,00190,50040,112990,0,00
0106320000,"PSITTACIFORMES (INCLUDING PARROTS, PARAKEETS, MACAWS AND COCKATOOS), LIVE","PSITTACIFORME-PARROT,PARAKEET,MACAW,COCKATOO, LIVE",NO,,00190,50040,112990,0,00
0106330000,"OSTRICHES; EMUS (DROMAIUS NOVAEHOLLANDIAE), LIVE","OSTRICHES; EMUS (DROMAIUS NOVAEHOLLANDIAE), LIVE",NO,,00190,12060,112990,0,00
0106390100,"BIRDS, LIVE, NESOI","BIRDS, LIVE, NESOI",NO,,00190,12060,112990,0,00
0106410000,"BEES, LIVE","BEES, LIVE",KG,,00190,12060,112910,0,00
0106490010,"LARVAE OF LEAF CUTTER BEE, LIVE","LARVAE OF LEAF CUTTER BEE, LIVE",KG,,00190,12320,112910,0,00
0106490090,"INSECTS, LIVE, OTHER THAN BEES OR LEAF CUTTER BEE LARVAE","INSECTS, LIVE, NESOI",KG,,00190,50040,112990,0,00
0106900110,"WORMS, LIVE","WORMS, LIVE",KG,,00190,12320,112990,0,00
0106900120,"BAIT, LIVE, EXCEPT WORMS","BAIT, LIVE, EXCEPT WORMS",KG,,00190,12320,112990,0,00
0106900180,"ANIMALS, LIVE, EXCEPT MAMMALS, REPTILES, BIRDS OR INSECTS, NESOI","ANIMALS, LIVE, NESOI",KG,,00190,50040,112990,0,00
0201100510,"CARCASSES AND HALF-CARCASSES OF VEAL, FRESH OR CHILLED, AS SPECIFIED IN GENERAL NOTE 15","CARCASSES/HALF-CARCASSES OF VEAL, FR/CH, GN 15",KG,,01111,00100,311611,0,00
0201100590,"CARCASSES AND HALF-CARCASSES OF BOVINES, FRESH OR CHILLED, AS SPECIFIED IN GENERAL NOTE 15, NESOI","CARCASSES/HALF-CARCASS BOVINE, FR/CH, GN 15, NESOI",KG,,01111,00100,311611,0,00
0201101010,"CARCASSES AND HALF-CARCASSES OF VEAL, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3","CARCASSES/HALF-CARCASSES OF VEAL, FR/CH, US NOTE 3",KG,,01111,00100,311611,0,00
0201101090,"CARCASSES AND HALF-CARCASSES OF BOVINES, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3, NESOI","CARCASS/HALF-CARCASS BOV, FR/CH, US NOTE 3, NESOI",KG,,01111,00100,311611,0,00
0201105010,"CARCASSES AND HALF-CARCASSES OF VEAL, FRESH OR CHILLED, NESOI","CARCASSES/HALF-CARCASSES OF VEAL, FR/CH, NESOI",KG,,01111,00100,311611,0,00
0201105090,"CARCASSES AND HALF-CARCASSES OF BOVINE ANIMALS, EXCEPT VEAL, FRESH OR CHILLED, NESOI","CARCASSES/HALF-CARCASSES OF BOVINES, FR/CH, NESOI",KG,,01111,00100,311611,0,00
0201200200,"BEEF WITH BONE IN, HIGH-QUALITY CUTS, PROCESSED, FRESH OR CHILLED, AS SPECIFIED IN GENERAL NOTE 15","BEEF W/ BONE, HI-QLTY CUTS, PROCESSED, FR/CH GN 15",KG,,01111,00100,311611,0,00
0201200400,"MEAT OF BOVINES, WITH BONE IN, PROCESSED, FRESH OR CHILLED, AS SPECIFIED IN GENERAL NOTE 15, NESOI","MEAT, BOVINE W/ BONE PROCESSED FR/CH GN 15 NESOI",KG,,01111,00100,311611,0,00
0201200600,"MEAT OF BOVINES, WITH BONE IN, FRESH OR CHILLED, AS SPECIFIED IN GENERAL NOTE 15, EXCEPT PROCESSED","MEAT, BOVINE W/ BONE FR/CH GN 15 EXC PROCESSED",KG,,01111,00100,311611,0,00
0201201000,"BEEF WITH BONE IN, HIGH QUALITY CUTS, PROCESSED, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3",BEEF W/BONE HI-QLTY CUTS PROCESSED FR/CH US NOTE 3,KG,,01111,00100,311611,0,00
0201203000,"MEAT OF BOVINES, WITH BONE IN, PROCESSED, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3, NESOI","MEAT, BOVINE  W/BONE PROCESD FR/CH US NOTE 3 NESOI",KG,,01111,00100,311611,0,00
0201205015,"MEAT OF BOVINES, VEAL CUTS WITH BONE IN, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3, EXCEPT PROCESSED","MEAT, BVNE VEAL CUT W/BONE FR/CH US NT 3 EXC PRCSD",KG,,01111,00100,311611,0,00
0201205025,"MEAT OF BOVINES, WITH BONE IN, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3, EXCEPT PROCESSED, RIB CUTS","MEAT, BOVINE W/BONE FR/CH US NT 3 EXC PROCSD, RIB",KG,,01111,00100,311611,0,00
0201205035,"MEAT OF BOVINES, WITH BONE IN, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3, EXCEPT PROCESSED, CHUCK CUTS","MEAT, BOVINE W/BONE FR/CH US NT 3 EXC PROCSD,CHUCK",KG,,01111,00100,311611,0,00
0201205045,"MEAT OF BOVINES, WITH BONE IN, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3, EXCEPT PROCESSED, LOIN CUTS","MEAT, BOVINE W/BONE FR/CH US NT 3 EXC PROCSD,LOIN",KG,,01111,00100,311611,0,00
0201205065,"MEAT OF BOVINES, WITH BONE IN, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3, EXCEPT PROCESSED, HIP CUTS","MEAT, BOVINE W/BONE FR/CH US NT 3 EXC PROCSD,HIP",KG,,01111,00100,311611,0,00
0201205075,"MEAT OF BOVINES, WITH BONE IN, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3, EXCEPT PROCESSED, FLANK OR PLATE CUTS","MEAT,BOV W/BNE FR/CH US NT 3 EXC PROCSD,FLNK/PLATE",KG,,01111,00100,311611,0,00
0201205091,"MEAT OF BOVINES, WITH BONE IN, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3, EXCEPT PROCESSED, NESOI","MEAT, BOVINE W/BONE FR/CH US NT 3 EXC PROCSD,NESO",KG,,01111,00100,311611,0,00
0201208010,"MEAT OF BISON, WITH BONE IN, FRESH OR CHILLED, NESOI","MEAT OF BISON, WITH BONE, FRESH OR CHILLED, NESOI",KG,,01111,00100,311611,0,00
0201208090,"MEAT OF BOVINES, WITH BONE IN, FRESH OR CHILLED, NESOI","MEAT OF BOVINES, WITH BONE, FR/CH, NESOI",KG,,01111,00100,311611,0,00
0201300200,"BEEF, BONELESS, HIGH-QUALITY CUTS, PROCESSED, FRESH OR CHILLED, AS SPECIFIED IN GENERAL NOTE 15","BEEF, BONELESS, HI-QLTY CUTS PROCESSED FR/CH GN 15",KG,,01112,00100,311611,0,00
0201300400,"MEAT OF BOVINES, BONELESS, PROCESSED, FRESH OR CHILLED, AS SPECIFIED IN GENERAL NOTE 15, NESOI","MEAT, BOVINE BONELESS PROCESSED FR/CH GN 15 NESOI",KG,,01112,00100,311611,0,00
0201300600,"MEAT OF BOVINES, BONELESS, FRESH OR CHILLED, AS SPECIFIED IN GENERAL NOTE 15, EXCEPT PROCESSED","MEAT, BOVINE BONELESS FR/CH GN 15, EXC PROCESSED",KG,,01112,00100,311611,0,00
0201301000,"BEEF, BONELESS, HIGH QUALITY CUTS, PROCESSED, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3",BEEF BONELESS HI-QLTY CUTS PROCESD FR/CH US NOTE 3,KG,,01112,00100,311611,0,00
0201303000,"MEAT OF BOVINES, BONELESS, PROCESSED, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3, NESOI","MEAT, BOVINE BONELES PROCESD FR/CH US NOTE 3 NESOI",KG,,01112,00100,311611,0,00
0201305015,"MEAT OF BOVINES, VEAL CUT BONELESS, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3, EXCEPT PROCESSED","MEAT,BVN VEAL CUT BONELESS FR/CH US NT 3 EXC PRCSD",KG,,01112,00100,311611,0,00
0201305025,"MEAT OF BOVINES, BONELESS, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3, EXCEPT PROCESSED, RIB CUTS","MEAT,BVNE BNELESS FR/CH US NT 3 EXC PRCSD,RIB",KG,,01112,00100,311611,0,00
0201305035,"MEAT OF BOVINES, BONELESS, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3, EXCEPT PROCESSED, CHUCK CUTS","MEAT,BVNE BNELESS FR/CH US NT 3 EXC PRCSD,CHUCK",KG,,01112,00100,311611,0,00
0201305045,"MEAT OF BOVINES, BONELESS, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3, EXCEPT PROCESSED, LOIN CUTS","MEAT,BVNE BNELESS FR/CH US NT 3 EXC PRCSD,LOIN",KG,,01112,00100,311611,0,00
0201305055,"MEAT OF BOVINES, BONELESS, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3, EXCEPT PROCESSED, BRISKET CUTS","MEAT,BVNE BNELESS FR/CH US NT 3 EXC PRCSD,BRISKET",KG,,01112,00100,311611,0,00
0201305065,"MEAT OF BOVINES, BONELESS, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3, EXCEPT PROCESSED, HIP CUTS","MEAT,BVNE BNELESS FR/CH US NT 3 EXC PRCSD,HIP",KG,,01112,00100,311611,0,00
0201305075,"MEAT OF BOVINES, BONELESS, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3, EXCEPT PROCESSED, FLANK OR PLATE CUTS","MEAT,BVNE BNELESS FR/CH US NT 3 EXC PRCSD,FLANK",KG,,01112,00100,311611,0,00
0201305085,"MEAT OF BOVINES, BONELESS, FRESH OR CHILLED, AS SPECIFIED IN US NOTE 3, EXCEPT PROCESSED, NESOI","MEAT,BVNE BNELESS FR/CH US NT 3 EXC PRCSD,NESOI",KG,,01112,00100,311611,0,00
0201308010,"MEAT OF BISON, BONELESS, FRESH OR CHILLED, NESOI","MEAT OF BISON, BONELESS, FRESH OR CHILLED, NESOI",KG,,01112,00100,311611,0,00
0201308090,"MEAT OF BOVINES, BONELESS, FRESH OR CHILLED, NESOI","MEAT OF BOVINES, BONELESS, FR/CH, NESOI",KG,,01112,00100,311611,0,00
0202100510,"CARCASSES AND HALF-CARCASSES OF VEAL, FROZEN, AS SPECIFIED IN GENERAL NOTE 15","CARCASSES/HALF-CARCASSES OF VEAL, FROZEN, GN 15",KG,,01121,00100,311611,0,00
0202100590,"CARCASSES AND HALF-CARCASSES OF BOVINES, FROZEN, AS SPECIFIED IN GENERAL NOTE 15, NESOI","CARCASSES/HALF-CARCASS BOVINE, FRZN, GN 15, NESOI",KG,,01121,00100,311611,0,00
0202101010,"CARCASSES AND HALF-CARCASSES OF VEAL, FROZEN, AS SPECIFIED IN US NOTE 3","CARCASSES/HALF-CARCASSES VEAL, FROZEN, US NOTE 3",KG,,01121,00100,311611,0,00
0202101090,"CARCASSES AND HALF-CARCASSES OF BOVINES, FROZEN, AS SPECIFIED IN US NOTE 3, NESOI","CARCASS/HALF-CARCASS BOV, FROZEN, US NOTE 3, NESOI",KG,,01121,00100,311611,0,00
0202105010,"CARCASSES AND HALF-CARCASSES OF VEAL, FROZEN, NESOI","CARCASSES/HALF-CARCASSES OF VEAL, FROZEN, NESOI",KG,,01121,00100,311611,0,00
0202105090,"CARCASSES AND HALF-CARCASSES OF BOVINE ANIMALS, EXCEPT VEAL, FROZEN, NESOI","CARCASSES/HALF-CARCASSES OF BOVINES, FROZEN, NESOI",KG,,01121,00100,311611,0,00
0202200200,"BEEF WITH BONE IN, HIGH QUALITY CUTS, PROCESSED, FROZEN, AS SPECIFIED IN GENERAL NOTE 15","BEEF W/ BONE, HI-QLTY CUTS, PROCESSED, FRZN GN 15.",KG,,01121,00100,311611,0,00
0202200400,"MEAT OF BOVINES, WITH BONE IN, PROCESSED, FROZEN, AS SPECIFIED IN GENERAL NOTE 15, NESOI","MEAT, BOVINE W/ BONE PROCESSED FRZN GN 15 NESOI",KG,,01121,00100,311611,0,00
0202200600,"MEAT OF BOVINES, WITH BONE IN, FROZEN, AS SPECIFIED IN GENERAL NOTE 15, EXCEPT PROCESSED","MEAT, BOVINE W/ BONE FRZN GN 15 EXC PROCESSED",KG,,01121,00100,311611,0,00
0202201000,"BEEF WITH BONE IN, HIGH QUALITY CUTS, PROCESSED, FROZEN, AS SPECIFIED IN US NOTE 3",BEEF W/ BONE HI-QLTY CUTS PROCESSED FRZN US NOTE 3,KG,,01121,00100,311611,0,00
0202203000,"MEAT OF BOVINES, WITH BONE IN, PROCESSED, FROZEN, AS SPECIFIED IN US NOTE 3, NESOI","MEAT, BOVINE W/ BONE PROCESD, FRZN US NOTE 3 NESOI",KG,,01121,00100,311611,0,00
0202205025,"MEAT OF BOVINES, WITH BONE IN, FROZEN, AS SPECIFIED IN US NOTE 3, EXCEPT PROCESSED, RIB CUTS","MEAT,BOVINE W/ BNE FRZN US NOTE 3 EXC PRCSSED, RIB",KG,,01121,00100,311611,0,00
0202205035,"MEAT OF BOVINES, WITH BONE IN, FROZEN, AS SPECIFIED IN US NOTE 3, EXCEPT PROCESSED, CHUCK CUTS","MEAT,BOVINE W/ BNE FRZN US NOTE 3 EXC PRCSSED,CHUC",KG,,01121,00100,311611,0,00
0202205045,"MEAT OF BOVINES, WITH BONE IN, FROZEN, AS SPECIFIED IN US NOTE 3, EXCEPT PROCESSED, LOIN CUTS","MEAT,BOVINE W/ BNE FRZN US NOTE 3 EXC PRCSSED,LOIN",KG,,01121,00100,311611,0,00
0202205090,"MEAT, BOVINE W/BONE FRZN US NT 3 EXC PROCSD,NESO","MEAT, BOVINE W/BONE FRZN US NT 3 EXC PROCSD,NESO",KG,,01121,00100,311611,0,00
