commodity,descriptn,abbreviatn,unit_qy1,unit_qy2,sitc,end_use,naics,usda,hitech
0201100090,"CARCASSES AND HALF-CARCASSES OF BOVINE ANIMALS, EXCEPT VEAL, FRESH OR CHILLED, NESOI","CARCASSES/HALF-CARCASSES OF BOVINES, FR/CH, NESOI",KG,,01111,00300,311611,0,00
0201203550,"MEAT OF BOVINES, WITH BONE IN, PROCESSED, FRESH OR CHILLED","MEAT OF BOVINES, W ITH BONE, PROCESSED, FR/CH",KG,,01111,00300,311611,0,00
0201206000,"MEAT OF BOVINES, WITH BONE IN, FRESH OR CHILLED, EXCEPT PROCESSED","MEAT OF BOVINES, WITH BONE, FR/CH, EXC PROCESSED",KG,,01111,00300,311611,0,00
0201303550,"MEAT OF BOVINES, BONELESS, PROCESSED, FRESH OR CHILLED","MEAT OF BOVINES, BONELESS, PROCESSED, FR/CH",KG,,01112,00300,311611,0,00
0201306010,"BISON MEAT, BONELESS, FRESH OR CHILLED, EXCEPT PROCESSED","BISON MEAT, BONELESS, FR/CH, EXC PROCESSED",KG,,01112,00300,311611,0,00
0201306090,"MEAT OF BOVINES, BONELESS, FRESH OR CHILLED, EXCEPT PROCESSED, NESOI","MEAT OF BOVINES, BONELESS, FR/CH, NESOI",KG,,01112,00300,311611,0,00
0202100010,"CARCASSES AND HALF-CARCASSES OF VEAL, FROZEN","CARCASSES AND HALF-CARCASSES OF VEAL, FROZEN",KG,,01121,00300,311611,0,00
0202100090,"CARCASSES AND HALF-CARCASSES OF BOVINE ANIMALS, EXCEPT VEAL, FROZEN, NESOI","CARCASSES/HALF-CARCASSES OF BOVINES, FROZEN, NESOI",KG,,01121,00300,311611,0,00
0202203550,"MEAT OF BOVINES, WITH BONE IN, PROCESSED, FROZEN","MEAT OF BOVINES, W/ BONE, PROCESSED, FROZEN",KG,,01121,00300,311611,0,00
0202206000,"MEAT OF BOVINES, WITH BONE IN, FROZEN, EXCEPT PROCESSED","MEAT OF BOVINES, W/ BONE, FROZEN, EXC PROCESSED",KG,,01121,00300,311611,0,00
0202303550,"MEAT OF BOVINES, BONELESS, PROCESSED, FROZEN","MEAT OF BOVINES, BONELESS, PROCESSED, FROZEN",KG,,01122,00300,311611,0,00
0202306000,"MEAT OF BOVINES, BONELESS, FROZEN, EXCEPT PROCESSED","MEAT OF BOVINES, BONELESS, FROZEN, EXC PROCESSED",KG,,01122,00300,311611,0,00
0203110000,"CARCASSES AND HALF-CARCASSES OF SWINE, FRESH OR CHILLED","CARCASSES/HALF-CARCASSES OF SWINE, FRESH/CHILLED",KG,,01221,00300,311611,0,00
0203121000,"HAMS, SHOULDERS AND CUTS THEREOF, OF SWINE, WITH BONE IN, PROCESSED, FRESH OR CHILLED","HAMS, SHOULDERS & CUTS SWINE, W/BONE PROCESD FR/CH",KG,,01221,00300,311611,0,00
0203129000,"HAMS, SHOULDERS AND CUTS THEREOF, OF SWINE, WITH BONE IN, FRESH OR CHILLED, EXCEPT PROCESSED",HAMS SHOULDERS CUTS SWINE W/BONE FR/CH EXC PROCESD,KG,,01221,00300,311611,0,00
0203192000,"MEAT OF SWINE, EXCEPT CARCASSES AND HALF-CARCASSES, HAMS, SHOULDER CUTS THEREOF WITH BONE IN, PROCESSED, FRESH OR CHILLED, NESOI","MEAT OF SWINE, PROCESSED, FRESH OR CHILLED, NESOI",KG,,01221,00300,311611,0,00
0203194000,"MEAT OF SWINE, EXCEPT CARCASSES AND HALF-CARCASSES, HAMS, SHOULDER CUTS THEREOF WITH BONE IN, EXCEPT PROCESSED, FRESH OR CHILLED, NESOI","MEAT OF SWINE, FRESH OR CHILLED, NESOI EXC PROCESD",KG,,01221,00300,311611,0,00
0203210000,"CARCASSES AND HALF-CARCASSES OF SWINE, FROZEN","CARCASSES AND HALF-CARCASSES OF SWINE, FROZEN",KG,,01222,00300,311611,0,00
0203221000,"HAMS, SHOULDERS AND CUTS THEREOF, OF SWINE, WITH BONE IN, PROCESSED, FROZEN",HAMS SHOULDERS & CUTS SWINE W/ BONE PROCESSED FRZN,KG,,01222,00300,311611,0,00
0203229000,"HAMS, SHOULDERS AND CUTS THEREOF, OF SWINE, WITH BONE IN, FROZEN, EXCEPT PROCESSED","HAMS, SHOULDERS & CUTS, SWINE, W/ BONE, FRZN NESOI",KG,,01222,00300,311611,0,00
0203292000,"MEAT OF SWINE, PROCESSED, FROZEN, NESOI","MEAT OF SWINE, PROCESSED, FROZEN, NESOI",KG,,01222,00300,311611,0,00
0203294000,"MEAT OF SWINE, FROZEN, NESOI","MEAT OF SWINE, FROZEN, NESOI",KG,,01222,00300,311611,0,00
0204100000,"CARCASSES AND HALF-CARCASSES OF LAMB, FRESH OR CHILLED",CARCASSES AND HALF-CARCASSES OF LAMB FRESH/CHILLED,KG,,01211,00300,311611,0,00
0204210000,"CARCASSES AND HALF-CARCASSES OF SHEEP, FRESH OR CHILLED","CARCASSES & HALF-CARCASSES OF SHEEP, FRESH/CHILLED",KG,,01211,00300,311611,0,00
0204220000,"MEAT OF SHEEP, WITH BONE IN, FRESH OR CHILLED","MEAT OF SHEEP, WITH BONE IN, FRESH OR CHILLED",KG,,01211,00300,311611,0,00
0204230000,"MEAT OF SHEEP, BONELESS, FRESH OR CHILLED","MEAT OF SHEEP, BONELESS, FRESH OR CHILLED",KG,,01211,00300,311611,0,00
0204300000,"CARCASSES AND HALF-CARCASSES OF LAMB, FROZEN","CARCASSES AND HALF-CARCASSES OF LAMB, FROZEN",KG,,01212,00300,311611,0,00
0204410000,"CARCASSES AND HALF-CARCASSES OF SHEEP, FROZEN","CARCASSES AND HALF-CARCASSES OF SHEEP, FROZEN",KG,,01212,00300,311611,0,00
0204420000,"MEAT OF SHEEP, WITH BONE, FROZEN, NESOI","MEAT OF SHEEP, WITH BONE, FROZEN, NESOI",KG,,01212,00300,311611,0,00
0204430000,"MEAT OF SHEEP, BONELESS, FROZEN, NESOI","MEAT OF SHEEP, BONELESS, FROZEN, NESOI",KG,,01212,00300,311611,0,00
0204500000,"MEAT OF GOATS, FRESH, CHILLED OR FROZEN","MEAT OF GOATS, FRESH, CHILLED OR FROZEN",KG,,01213,00300,311611,0,00
0205000000,"MEAT OF HORSES, ASSES, MULES OR HINNIES, FRESH, CHILLED OR FROZEN","MEAT OF HORSES, ASSES, MULES, HINNIES, FR/CH, FRZN",KG,,01240,00300,311611,0,00
0206100000,"OFFAL OF BOVINES, EDIBLE, FRESH OR CHILLED","OFFAL OF BOVINES, EDIBLE, FRESH OR CHILLED",KG,,01251,00300,311611,0,00
0206210000,"TONGUES OF BOVINES, EDIBLE, FROZEN","TONGUES OF BOVINES, EDIBLE, FROZEN",KG,,01252,00300,311611,0,00
0206220000,"LIVERS OF BOVINES, EDIBLE, FROZEN","LIVERS OF BOVINES, EDIBLE, FROZEN",KG,,01252,00300,311611,0,00
0206290010,"HEARTS OF BOVINES, EDIBLE, FROZEN","HEARTS OF BOVINES, EDIBLE, FROZEN",KG,,01252,00300,311611,0,00
0206290020,"KIDNEYS OF BOVINES, EDIBLE, FROZEN","KIDNEYS OF BOVINES, EDIBLE, FROZEN",KG,,01252,00300,311611,0,00
0206290030,"BRAINS OF BOVINES, EDIBLE, FROZEN","BRAINS OF BOVINES, EDIBLE, FROZEN",KG,,01252,00300,311611,0,00
0206290040,"SWEATBREADS OF BOVINES, EDIBLE, FROZEN","SWEATBREADS OF BOVINES, EDIBLE, FROZEN",KG,,01252,00300,311611,0,00
0206290050,"LIPS OF BOVINES, EDIBLE, FROZEN","LIPS OF BOVINES, EDIBLE, FROZEN",KG,,01252,00300,311611,0,00
0206290090,"OFFAL OF BOVINE ANIMALS, EDIBLE, FROZEN, NESOI","OFFAL OF BOVINES, EDIBLE, FROZEN, NESOI",KG,,01252,00300,311611,0,00
0206300000,"OFFAL OF SWINE, EDIBLE, FRESH OR CHILLED","OFFAL OF SWINE, EDIBLE, FRESH OR CHILLED",KG,,01253,00300,311611,0,00
0206410000,"LIVERS OF SWINE, EDIBLE, FROZEN","LIVERS OF SWINE, EDIBLE, FROZEN",KG,,01254,00300,311611,0,00
0206490010,"TONGUES OF SWINE, EDIBLE, FROZEN","TONGUES OF SWINE, EDIBLE, FROZEN",KG,,01254,00300,311611,0,00
0206490020,"HEARTS OF SWINE, EDIBLE, FROZEN","HEARTS OF SWINE, EDIBLE, FROZEN",KG,,01254,00300,311611,0,00
0206490030,"FEET OF SWINE, EDIBLE, FROZEN","FEET OF SWINE, EDIBLE, FROZEN",KG,,01254,00300,311611,0,00
0206490040,"HEAD MEAT OF SWINE, EDIBLE, FROZEN","HEAD MEAT OF SWINE, EDIBLE, FROZEN",KG,,01254,00300,311611,0,00
0206490050,"SKINS OF SWINE, EDIBLE, FROZEN","SKINS OF SWINE, EDIBLE, FROZEN",KG,,01254,00300,311611,0,00
0206490090,"OFFAL OF SWINE, EDIBLE, FROZEN, NESOI","OFFAL OF SWINE, EDIBLE, FROZEN, NESOI",KG,,01254,00300,311611,0,00
0206800000,"OFFAL OF SHEEP, GOATS, HORSES, ASSES, MULES OR HINNIES, EDIBLE, FRESH OR CHILLED","OFFAL, EDIBLE, FRESH OR CHILLED, NESOI",KG,,01255,00300,311611,0,00
0206900020,"OFFAL OF SHEEP (INCLUDING LAMB), EDIBLE, FROZEN","OFFAL OF SHEEP (INCLUDING LAMB), EDIBLE, FROZEN",KG,,01256,00300,311611,0,00
0206900040,"OFFAL OF GOATS, HORSES, ASSES, MULES OR HINNIES, EDIBLE, FROZEN","OFFAL, EDIBLE, FROZEN, NESOI",KG,,01256,00300,311611,0,00
0207110020,"CHICKENS, WHOLE, YOUNG (BROILERS, FRYERS, ROASTERS AND CAPONS), FRESH OR CHILLED","CHICKENS, WHOLE, YOUNG, FRESH OR CHILLED",KG,,01231,00300,311615,0,00
0207110040,"CHICKENS, WHOLE, FRESH OR CHILLED, EXCEPT YOUNG","CHICKENS, WHOLE, FRESH OR CHILLED, EXCEPT YOUNG",KG,,01231,00300,311615,0,00
0207120020,"CHICKENS, WHOLE, YOUNG (BROILERS, FRYERS, ROASTERS AND CAPONS), FROZEN","CHICKENS, WHOLE, YOUNG, FROZEN",KG,,01232,00300,311615,0,00
0207120040,"CHICKENS, WHOLE, FROZEN, EXCEPT YOUNG","CHICKENS, WHOLE, FROZEN, EXCEPT YOUNG",KG,,01232,00300,311615,0,00
0207130000,"MEAT AND EDIBLE OFFAL OF CHICKENS, FRESH OR CHILLED","MEAT & EDIBLE OFFAL OF CHICKENS, FRESH OR CHILLED",KG,,01234,00300,311615,0,00
0207140010,"LEG QUARTERS OF CHICKENS, FROZEN","LEG QUARTERS OF CHICKENS, FROZEN",KG,,01235,00300,311615,0,00
0207140025,"LEGS OF CHICKENS, FROZEN, EXCEPT LEG QUARTERS","LEGS OF CHICKENS, FROZEN, NESOI",KG,,01235,00300,311615,0,00
0207140030,"CHICKEN WINGS, WING TIPS OR PARTS THEREOF, FROZEN","CHICKEN WINGS, WING TIPS OR PARTS THEREOF, FROZEN",KG,,01235,00300,311615,0,00
0207140045,"FEET (PAWS) OF CHICKENS, FROZEN","FEET (PAWS) OF CHICKENS, FROZEN",KG,,01235,00300,311615,0,00
0207140050,"OFFAL OF CHICKENS, EDIBLE, FROZEN","OFFAL OF CHICKENS, EDIBLE, FROZEN",KG,,01235,00300,311615,0,00
0207140090,"MEAT OF CHICKENS, FROZEN, NESOI","MEAT OF CHICKENS, FROZEN, NESOI",KG,,01235,00300,311615,0,00
0207240000,"TURKEYS, WHOLE, FRESH OR CHILLED","TURKEYS, WHOLE, FRESH OR CHILLED",KG,,01231,00300,311615,0,00
0207250000,"TURKEYS, WHOLE, FROZEN","TURKEYS, WHOLE, FROZEN",KG,,01232,00300,311615,0,00
0207260000,"TURKEY MEAT AND EDIBLE OFFAL, FRESH OR CHILLED","TURKEY MEAT AND EDIBLE OFFAL, FRESH OR CHILLED",KG,,01234,00300,311615,0,00
0207270010,"TURKEY LEGS WITH BONE IN, FROZEN","TURKEY LEGS WITH BONE IN, FROZEN",KG,,01235,00300,311615,0,00
0207270025,"LEG MEAT OF TURKEYS, BONELESS, FROZEN","LEG MEAT OF TURKEYS, BONELESS, FROZEN",KG,,01235,00300,311615,0,00
0207270030,"TURKEY WINGS OR PARTS THEREOF, FROZEN","TURKEY WINGS OR PARTS THEREOF, FROZEN",KG,,01235,00300,311615,0,00
0207270045,"BREASTS, OR PARTS THEREOF OF TURKEYS, FROZEN","BREASTS, OR PARTS THEREOF OF TURKEYS, FROZEN",KG,,01235,00300,311615,0,00
0207270050,"OFFAL OF TURKEYS, EDIBLE, FROZEN","OFFAL OF TURKEYS, EDIBLE, FROZEN",KG,,01235,00300,311615,0,00
0207270090,"MEAT OF TURKEYS, FROZEN, NESOI","MEAT OF TURKEYS, FROZEN, NESOI",KG,,01235,00300,311615,0,00
0207410000,"DUCKS, WHOLE, FRESH OR CHILLED","DUCKS, WHOLE, FRESH OR CHILLED",KG,,01231,00300,311615,0,00
0207420000,"DUCKS, WHOLE, FROZEN","DUCKS, WHOLE, FROZEN",KG,,01232,00300,311615,0,00
0207430000,"LIVERS OF DUCKS, FATTY, FRESH OR CHILLED","LIVERS OF DUCKS, FATTY, FRESH OR CHILLED",KG,,01233,00300,311615,0,00
0207440000,"MEAT AND EDIBLE OFFAL OF DUCKS, FRESH OR CHILLED, EXCEPT WHOLE DUCKS OR FATTY LIVERS","MEAT & EDIBLE OFFAL OF DUCKS, FRESH/CHILLED, NESOI",KG,,01234,00300,311615,0,00
0207450000,"DUCK MEAT AND EDIBLE OFFAL, FROZEN","DUCK MEAT AND EDIBLE OFFAL, FROZEN",KG,,01235,00300,311615,0,00
0207510000,"GEESE, WHOLE, FRESH OR CHILLED","GEESE, WHOLE, FRESH OR CHILLED",KG,,01231,00300,311615,0,00
0207520000,"GEESE, WHOLE, FROZEN","GEESE, WHOLE, FROZEN",KG,,01232,00300,311615,0,00
0207530000,"LIVERS OF GEESE, FATTY, FRESH OR CHILLED","LIVERS OF GEESE, FATTY, FRESH OR CHILLED",KG,,01233,00300,311615,0,00
0207540000,"MEAT AND EDIBLE OFFAL OF GEESE, FRESH OR CHILLED, EXCEPT WHOLE GEESE OR FATTY LIVERS","MEAT & EDIBLE OFFAL OF GEESE, FRESH/CHILLED, NESOI",KG,,01234,00300,311615,0,00
0207550000,"MEAT AND EDIBLE OFFAL OF GEESE, FROZEN","MEAT & EDIBLE OFFAL OF GEESE, FROZEN",KG,,01235,00300,311615,0,00
0207600000,"MEAT AND EDIBLE OFFAL OF GUINEA FOWLS, FRESH, CHILLED OR FROZEN",MEAT & EDIBLE OFFAL OF GUINEA FOWLS,KG,,01230,00300,311615,0,00
0208100000,"MEAT AND EDIBLE OFFAL OF RABBITS OR HARES, FRESH, CHILLED OR FROZEN","MEAT & EDIBLE OFFAL OF RABBITS/HARES, FR/CH, FRZN",KG,,01291,00300,311615,0,00
0208300000,"MEAT AND EDIBLE OFFAL OF PRIMATES, FRESH, CHILLED OR FROZEN","MEAT AND EDIBLE OFFAL OF PRIMATES, FR/CH OR FROZEN",KG,,01299,00300,311611,0,00
0208400100,"MEAT AND EDIBLE OFFAL OF WHALES, DOLPHINS AND PORPOISES (CETACEA); OF MANATEES AND DUGONGS (SIRENIA); FRESH, CHILLED OR FROZEN","MEAT & OFFAL OF WHALES, MANATEES, ETC, FR/CH, FRZN",KG,,01299,00300,311611,0,00
0208500000,"MEAT AND EDIBLE OFFAL OF REPTILES (INCLUDING SNAKES AND TURTLES), FRESH, CHILLED OR FROZEN","MEAT AND EDIBLE OFFAL OF REPTILES, FR/CH OR FROZEN",KG,,01299,00300,311611,0,00
0208600000,"MEAT AND EDIBLE OFFAL, OF CAMELS AND OTHER CAMELIDS (CAMELIDAE), FRESH, CHILLED OR FROZEN, NESOI","MEAT & EDIBLE OFFAL OF CAMELS, FR/CHL/FZ",KG,,01299,00300,311611,0,00
0208902500,"FROG'S LEGS, FRESH, CHILLED OR FROZEN","FROG'S LEGS, FRESH, CHILLED OR FROZEN",KG,,01299,00300,311611,0,00
0208909600,"MEAT AND EDIBLE OFFAL, FRESH, CHILLED OR FROZEN, NESOI","MEAT & EDIBLE OFFAL, FRESH/CHILLED OR FROZEN, NES",KG,,01299,00300,311611,0,00
0209100000,"PIG FAT, FREE OF LEAN MEAT, NOT RENDERED OR OTHERWISE EXTRACTED, FRESH, CHILED, FROZEN, SALTED, IN BRINE, DRIED OR SMOKED","PIG FAT, FR/CH FRZN SALTD BRINE DRIED SMKD",KG,,41131,00360,311611,0,00
0209900000,"POULTRY FAT, NOT RENDERED OR OTHERWISE EXTRACTED, FRESH, CHILLED, FROZEN, SALTED, IN BRINE, DRIED OR SMOKED","POULTRY FAT, FR/CH FRZN SALTD BRINE DRIED SMKD",KG,,41131,00360,311615,0,00
0210110000,"HAMS, SHOULDERS AND CUTS THEREOF, OF SWINE, WITH BONE IN, SALTED, IN BRINE, DRIED OR SMOKED",HAMS SHLDRS CUTS SWINE W/BONE SLTD BRIN DRIED SMKD,KG,,01611,00300,311611,0,00
0210120020,BACON OF SWINE,BACON OF SWINE,KG,,01612,00300,311611,0,00
0210120040,"BELLIES (STREAKY) AND CUTS THEREOF, OF SWINE, SALTED, IN BRINE, DRIED OR SMOKED, EXCEPT BACON","BELLIES, CUTS, SWINE SALTD BRINE DRIED SMKD NESOI",KG,,01612,00300,311611,0,00
0210190000,"MEAT OF SWINE, SALTED, IN BRINE, DRIED OR SMOKED, NESOI","MEAT OF SWINE, SALTED, BRINE, DRIED, SMOKED, NESOI",KG,,01619,00300,311611,0,00
0210200000,"MEAT OF BOVINES, SALTED, IN BRINE, DRIED OR SMOKED","MEAT OF BOVINES, SALTED, IN BRINE, DRIED OR SMOKED",KG,,01681,00300,311611,0,00
0210910000,"MEAT AND EDIBLE OFFAL OF PRIMATES, SALTED, IN BRINE, DRIED OR SMOKED, INCLUDING EDIBLE FLOURS AND MEALS","MEAT & OFFAL OF PRIMATES, SALTED BRINE DRIED SMKD",KG,,01689,00300,311611,0,00
0210920100,"MEAT & EDIBLE OFFAL, OF WHALES, DOLPHINS, PORPOISES, MANATEES,DUGONGS,SEALS,SEAL LIONS,WALRUS, SALTED, IN BRINE, DRD, SMOKD, INC EDIBLE FLOURS & MEALS",MEAT OFFAL WHALE MANATEE ETC SLTD BRINE DRIED SMKD,KG,,01689,00300,311611,0,00
0210930000,"MEAT AND EDIBLE OFFAL OF REPTILES, SALTED, IN BRINE, DRIED OR SMOKED, INCLUDING EDIBLE FLOURS AND MEALS","MEAT & OFFAL OF REPTILES, SALTED BRINE DRIED SMKD",KG,,01689,00300,311611,0,00
0210990002,"MEAT AND EDIBLE MEAT OFFAL, SALTED, IN BRINE, DRIED OR SMOKED, INCLUDING EDIBLE FLOURS AND MEALS OF MEAT OR MEAT OFFAL, NESOI","MEAT & OFFAL, SALTED, BRINE, DRIED, SMOKED, NESOI",KG,,01689,00300,311611,0,00
0301110000,"ORNAMENTAL FRESHWATER FISH, LIVE","ORNAMENTAL FRESHWATER FISH, LIVE",KG,,03411,60010,112511,1,00
0301190000,"FISH, ORNAMENTAL, LIVE, OTHER THAN FRESHWATER","FISH, ORNAMENTAL, LIVE, NESOI",KG,,03411,60010,112511,1,00
0301910000,"TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, CLARKI, AGUABONITA, GILAE, APACHE AND CHRYSOGASTER), LIVE","TROUT, LIVE",KG,,03411,01000,112511,1,00
0301920000,"EELS (ANGUILLA SPP.), LIVE","EELS (ANGUILLA SPP.), LIVE",KG,,03411,01000,112511,1,00
0301930200,"CARP (CYPRINUS CARPIO, CARASSIUS CARASSIUS, CTENOPHARYNGODON IDELLUS, HYPOPHTHALMICHTHYS SPP., CIRRHINUS SPP., MYLOPHARYNGODON PICEUS), LIVE","CARP, LIVE",KG,,03411,01000,112511,1,00
0301940100,"ATLANTIC AND PACIFIC BLUEFIN TUNAS (THUNNUS THYNNUS, THUNNUS ORIENTALIS), LIVE","ATLANTIC AND PACIFIC BLUEFIN TUNAS , LIVE",KG,,03411,01000,112511,1,00
0301950000,"SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII), LIVE","SOUTHERN BLUEFIN TUNAS (THUNNUS MACCOYII), LIVE",KG,,03411,01000,112511,1,00
0301990300,"FISH, LIVE, OTHER","FISH,LIVE,OTHER",KG,,03411,01000,112511,1,00
0302110010,"RAINBOW TROUT (SALMO GAIRDNERI), FARMED, FRESH OR CHILLED, EXCEPT FILLETS, LIVERS AND ROES","RAINBOW TROUT, FARMED, FR/CH, EXC FILLET LIVER ROE",KG,,03412,01000,112511,1,00
0302110090,"TROUT (SALMO TRUTTA, ONCORHYNCHUS MYKISS, CLARKI, AGUABONITA, GILAE, APACHE & CHRYSOGASTER), FR/CH, EXCEPT FARMED RAINBOW TROUT; FILLETS, LIVER & ROE","TROUT, FRESH/CHILLED, EXC FILLET LIVER ROE, NESOI",KG,,03412,01000,114111,1,00
