ticker,cik,form,filing_date,report_date,accession,items,primary_doc_description,primary_document,primary_path,filing_dir,status,error
BG,1996862,8-K,2026-03-17,2026-03-17,0001104659-26-029042,"8.01,9.01",FORM 8-K,tm268104d2_8k.htm,domain_knowledge\company_reports\BG\000110465926029042_8-K_2026-03-17\tm268104d2_8k.htm,domain_knowledge\company_reports\BG\000110465926029042_8-K_2026-03-17,ok,
BG,1996862,8-K,2026-03-19,2026-03-17,0001104659-26-032113,"8.01,9.01",FORM 8-K,tm268104d3_8k.htm,domain_knowledge\company_reports\BG\000110465926032113_8-K_2026-03-19\tm268104d3_8k.htm,domain_knowledge\company_reports\BG\000110465926032113_8-K_2026-03-19,ok,
BG,1996862,8-K,2025-10-08,2025-10-03,0001628280-25-044541,"1.01,1.02,2.03,9.01",8-K,bg-20251003.htm,domain_knowledge\company_reports\BG\000162828025044541_8-K_2025-10-08\bg-20251003.htm,domain_knowledge\company_reports\BG\000162828025044541_8-K_2025-10-08,ok,
BG,1996862,8-K,2025-10-15,2025-10-15,0001628280-25-045046,"7.01,9.01",8-K,bg-20251015.htm,domain_knowledge\company_reports\BG\000162828025045046_8-K_2025-10-15\bg-20251015.htm,domain_knowledge\company_reports\BG\000162828025045046_8-K_2025-10-15,ok,
BG,1996862,8-K,2025-11-05,2025-11-05,0001628280-25-049208,"2.02,9.01",8-K,bg-20251105.htm,domain_knowledge\company_reports\BG\000162828025049208_8-K_2025-11-05\bg-20251105.htm,domain_knowledge\company_reports\BG\000162828025049208_8-K_2025-11-05,ok,
BG,1996862,10-Q,2025-11-05,2025-09-30,0001628280-25-049587,,10-Q,bg-20250930.htm,domain_knowledge\company_reports\BG\000162828025049587_10-Q_2025-11-05\bg-20250930.htm,domain_knowledge\company_reports\BG\000162828025049587_10-Q_2025-11-05,ok,
BG,1996862,8-K,2025-12-11,2025-12-05,0001628280-25-056527,"1.01,2.03",8-K,bg-20251205.htm,domain_knowledge\company_reports\BG\000162828025056527_8-K_2025-12-11\bg-20251205.htm,domain_knowledge\company_reports\BG\000162828025056527_8-K_2025-12-11,ok,
BG,1996862,8-K,2025-12-12,2025-12-11,0001628280-25-056765,"5.02,9.01",8-K,bg-20251211.htm,domain_knowledge\company_reports\BG\000162828025056765_8-K_2025-12-12\bg-20251211.htm,domain_knowledge\company_reports\BG\000162828025056765_8-K_2025-12-12,ok,
BG,1996862,8-K,2025-12-19,2025-12-16,0001628280-25-058310,"5.03,9.01",8-K,bg-20251216.htm,domain_knowledge\company_reports\BG\000162828025058310_8-K_2025-12-19\bg-20251216.htm,domain_knowledge\company_reports\BG\000162828025058310_8-K_2025-12-19,ok,
BG,1996862,8-K,2026-02-04,2026-02-04,0001628280-26-005261,"2.02,9.01",8-K,bg-20260204.htm,domain_knowledge\company_reports\BG\000162828026005261_8-K_2026-02-04\bg-20260204.htm,domain_knowledge\company_reports\BG\000162828026005261_8-K_2026-02-04,ok,
BG,1996862,10-K,2026-02-19,2025-12-31,0001628280-26-009842,,10-K,bg-20251231.htm,domain_knowledge\company_reports\BG\000162828026009842_10-K_2026-02-19\bg-20251231.htm,domain_knowledge\company_reports\BG\000162828026009842_10-K_2026-02-19,ok,
BG,1996862,8-K,2026-04-01,2026-03-26,0001628280-26-022783,"5.02,9.01",8-K,bg-20260326.htm,domain_knowledge\company_reports\BG\000162828026022783_8-K_2026-04-01\bg-20260326.htm,domain_knowledge\company_reports\BG\000162828026022783_8-K_2026-04-01,ok,
BG,1996862,8-K,2026-04-02,2026-03-31,0001628280-26-023140,"1.01,2.03,9.01",8-K,bg-20260331.htm,domain_knowledge\company_reports\BG\000162828026023140_8-K_2026-04-02\bg-20260331.htm,domain_knowledge\company_reports\BG\000162828026023140_8-K_2026-04-02,ok,
BG,1996862,8-K,2026-04-29,2026-04-29,0001628280-26-028079,"2.02,9.01",8-K,bg-20260429.htm,domain_knowledge\company_reports\BG\000162828026028079_8-K_2026-04-29\bg-20260429.htm,domain_knowledge\company_reports\BG\000162828026028079_8-K_2026-04-29,ok,
BG,1996862,10-Q,2026-04-29,2026-03-31,0001628280-26-028235,,10-Q,bg-20260331.htm,domain_knowledge\company_reports\BG\000162828026028235_10-Q_2026-04-29\bg-20260331.htm,domain_knowledge\company_reports\BG\000162828026028235_10-Q_2026-04-29,ok,
BG,1996862,8-K,2023-12-20,2023-12-18,0001996862-23-000050,"1.01,2.03,9.01",8-K,bg-20231218.htm,domain_knowledge\company_reports\BG\000199686223000050_8-K_2023-12-20\bg-20231218.htm,domain_knowledge\company_reports\BG\000199686223000050_8-K_2023-12-20,ok,
BG,1996862,8-K,2023-12-21,2023-12-20,0001996862-23-000052,1.01,8-K,bg-20231220.htm,domain_knowledge\company_reports\BG\000199686223000052_8-K_2023-12-21\bg-20231220.htm,domain_knowledge\company_reports\BG\000199686223000052_8-K_2023-12-21,ok,
BG,1996862,8-K,2024-02-07,2024-02-07,0001996862-24-000002,"2.02,9.01",8-K,bg-20240207.htm,domain_knowledge\company_reports\BG\000199686224000002_8-K_2024-02-07\bg-20240207.htm,domain_knowledge\company_reports\BG\000199686224000002_8-K_2024-02-07,ok,
BG,1996862,10-K,2024-02-22,2023-12-31,0001996862-24-000007,,10-K,bg-20231231.htm,domain_knowledge\company_reports\BG\000199686224000007_10-K_2024-02-22\bg-20231231.htm,domain_knowledge\company_reports\BG\000199686224000007_10-K_2024-02-22,ok,
BG,1996862,8-K,2024-03-06,2024-03-01,0001996862-24-000049,"1.01,1.02,2.03,9.01",8-K,bg-20240301.htm,domain_knowledge\company_reports\BG\000199686224000049_8-K_2024-03-06\bg-20240301.htm,domain_knowledge\company_reports\BG\000199686224000049_8-K_2024-03-06,ok,
BG,1996862,8-K,2024-03-26,2024-03-26,0001996862-24-000075,"8.01,9.01",8-K,bg-20240326.htm,domain_knowledge\company_reports\BG\000199686224000075_8-K_2024-03-26\bg-20240326.htm,domain_knowledge\company_reports\BG\000199686224000075_8-K_2024-03-26,ok,
BG,1996862,8-K,2024-04-24,2024-04-24,0001996862-24-000092,"2.02,9.01",8-K,bg-20240424.htm,domain_knowledge\company_reports\BG\000199686224000092_8-K_2024-04-24\bg-20240424.htm,domain_knowledge\company_reports\BG\000199686224000092_8-K_2024-04-24,ok,
BG,1996862,10-Q,2024-04-24,2024-03-31,0001996862-24-000094,,10-Q,bg-20240331.htm,domain_knowledge\company_reports\BG\000199686224000094_10-Q_2024-04-24\bg-20240331.htm,domain_knowledge\company_reports\BG\000199686224000094_10-Q_2024-04-24,ok,
BG,1996862,8-K,2024-05-16,2024-05-15,0001996862-24-000127,"5.02,5.07,9.01",8-K,bg-20240515.htm,domain_knowledge\company_reports\BG\000199686224000127_8-K_2024-05-16\bg-20240515.htm,domain_knowledge\company_reports\BG\000199686224000127_8-K_2024-05-16,ok,
BG,1996862,8-K,2024-06-24,2024-06-19,0001996862-24-000190,"8.01,9.01",8-K,bg-20240619.htm,domain_knowledge\company_reports\BG\000199686224000190_8-K_2024-06-24\bg-20240619.htm,domain_knowledge\company_reports\BG\000199686224000190_8-K_2024-06-24,ok,
BG,1996862,8-K,2024-07-31,2024-07-31,0001996862-24-000192,"2.02,9.01",8-K,bg-20240731.htm,domain_knowledge\company_reports\BG\000199686224000192_8-K_2024-07-31\bg-20240731.htm,domain_knowledge\company_reports\BG\000199686224000192_8-K_2024-07-31,ok,
BG,1996862,10-Q,2024-08-01,2024-06-30,0001996862-24-000194,,10-Q,bg-20240630.htm,domain_knowledge\company_reports\BG\000199686224000194_10-Q_2024-08-01\bg-20240630.htm,domain_knowledge\company_reports\BG\000199686224000194_10-Q_2024-08-01,ok,
BG,1996862,8-K,2024-10-01,2024-10-01,0001996862-24-000254,"8.01,9.01",8-K,bg-20241001.htm,domain_knowledge\company_reports\BG\000199686224000254_8-K_2024-10-01\bg-20241001.htm,domain_knowledge\company_reports\BG\000199686224000254_8-K_2024-10-01,ok,
BG,1996862,8-K,2024-10-30,2024-10-30,0001996862-24-000257,"2.02,9.01",8-K,bg-20241030.htm,domain_knowledge\company_reports\BG\000199686224000257_8-K_2024-10-30\bg-20241030.htm,domain_knowledge\company_reports\BG\000199686224000257_8-K_2024-10-30,ok,
BG,1996862,10-Q,2024-10-30,2024-09-30,0001996862-24-000259,,10-Q,bg-20240930.htm,domain_knowledge\company_reports\BG\000199686224000259_10-Q_2024-10-30\bg-20240930.htm,domain_knowledge\company_reports\BG\000199686224000259_10-Q_2024-10-30,ok,
BG,1996862,8-K,2024-11-15,2024-11-13,0001996862-24-000262,"8.01,9.01",8-K,bg-20241113.htm,domain_knowledge\company_reports\BG\000199686224000262_8-K_2024-11-15\bg-20241113.htm,domain_knowledge\company_reports\BG\000199686224000262_8-K_2024-11-15,ok,
BG,1996862,8-K,2024-12-05,2024-12-03,0001996862-24-000297,"1.01,2.03,9.01",8-K,bg-20241203.htm,domain_knowledge\company_reports\BG\000199686224000297_8-K_2024-12-05\bg-20241203.htm,domain_knowledge\company_reports\BG\000199686224000297_8-K_2024-12-05,ok,
BG,1996862,8-K,2024-12-09,2024-12-06,0001996862-24-000299,"5.03,9.01",8-K,bg-20241206.htm,domain_knowledge\company_reports\BG\000199686224000299_8-K_2024-12-09\bg-20241206.htm,domain_knowledge\company_reports\BG\000199686224000299_8-K_2024-12-09,ok,
BG,1996862,8-K,2024-12-30,2024-12-30,0001996862-24-000301,"8.01,9.01",8-K,bg-20241230.htm,domain_knowledge\company_reports\BG\000199686224000301_8-K_2024-12-30\bg-20241230.htm,domain_knowledge\company_reports\BG\000199686224000301_8-K_2024-12-30,ok,
BG,1996862,8-K,2025-01-31,2025-01-31,0001996862-25-000003,"8.01,9.01",8-K,bg-20250131.htm,domain_knowledge\company_reports\BG\000199686225000003_8-K_2025-01-31\bg-20250131.htm,domain_knowledge\company_reports\BG\000199686225000003_8-K_2025-01-31,ok,
BG,1996862,8-K,2025-02-05,2025-02-05,0001996862-25-000006,"2.02,9.01",8-K,bg-20250205.htm,domain_knowledge\company_reports\BG\000199686225000006_8-K_2025-02-05\bg-20250205.htm,domain_knowledge\company_reports\BG\000199686225000006_8-K_2025-02-05,ok,
BG,1996862,10-K,2025-02-20,2024-12-31,0001996862-25-000008,,10-K,bg-20241231.htm,domain_knowledge\company_reports\BG\000199686225000008_10-K_2025-02-20\bg-20241231.htm,domain_knowledge\company_reports\BG\000199686225000008_10-K_2025-02-20,ok,
BG,1996862,8-K,2025-03-06,2025-03-06,0001996862-25-000011,"8.01,9.01",8-K,bg-20250306.htm,domain_knowledge\company_reports\BG\000199686225000011_8-K_2025-03-06\bg-20250306.htm,domain_knowledge\company_reports\BG\000199686225000011_8-K_2025-03-06,ok,
BG,1996862,8-K,2025-04-04,2025-04-04,0001996862-25-000075,"8.01,9.01",8-K,bg-20250404.htm,domain_knowledge\company_reports\BG\000199686225000075_8-K_2025-04-04\bg-20250404.htm,domain_knowledge\company_reports\BG\000199686225000075_8-K_2025-04-04,ok,
BG,1996862,8-K,2025-05-02,2025-05-02,0001996862-25-000082,"8.01,9.01",8-K,bg-20250502.htm,domain_knowledge\company_reports\BG\000199686225000082_8-K_2025-05-02\bg-20250502.htm,domain_knowledge\company_reports\BG\000199686225000082_8-K_2025-05-02,ok,
BG,1996862,8-K,2025-05-07,2025-05-07,0001996862-25-000084,"2.02,9.01",8-K,bg-20250507.htm,domain_knowledge\company_reports\BG\000199686225000084_8-K_2025-05-07\bg-20250507.htm,domain_knowledge\company_reports\BG\000199686225000084_8-K_2025-05-07,ok,
BG,1996862,10-Q,2025-05-07,2025-03-31,0001996862-25-000086,,10-Q,bg-20250331.htm,domain_knowledge\company_reports\BG\000199686225000086_10-Q_2025-05-07\bg-20250331.htm,domain_knowledge\company_reports\BG\000199686225000086_10-Q_2025-05-07,ok,
BG,1996862,8-K,2025-05-19,2025-05-15,0001996862-25-000091,"5.07,8.01,9.01",8-K,bg-20250515.htm,domain_knowledge\company_reports\BG\000199686225000091_8-K_2025-05-19\bg-20250515.htm,domain_knowledge\company_reports\BG\000199686225000091_8-K_2025-05-19,ok,
BG,1996862,8-K,2025-06-12,2025-06-12,0001996862-25-000136,"8.01,9.01",8-K,bg-20250612.htm,domain_knowledge\company_reports\BG\000199686225000136_8-K_2025-06-12\bg-20250612.htm,domain_knowledge\company_reports\BG\000199686225000136_8-K_2025-06-12,ok,
BG,1996862,8-K,2025-06-13,2025-06-13,0001996862-25-000138,"1.01,7.01,9.01",8-K,bg-20250613.htm,domain_knowledge\company_reports\BG\000199686225000138_8-K_2025-06-13\bg-20250613.htm,domain_knowledge\company_reports\BG\000199686225000138_8-K_2025-06-13,ok,
BG,1996862,8-K,2025-06-16,2025-06-11,0001996862-25-000140,"1.01,2.03,9.01",8-K,bg-20250611.htm,domain_knowledge\company_reports\BG\000199686225000140_8-K_2025-06-16\bg-20250611.htm,domain_knowledge\company_reports\BG\000199686225000140_8-K_2025-06-16,ok,
BG,1996862,8-K,2025-06-30,2025-06-30,0001996862-25-000160,"1.01,2.03,9.01",8-K,bg-20250630.htm,domain_knowledge\company_reports\BG\000199686225000160_8-K_2025-06-30\bg-20250630.htm,domain_knowledge\company_reports\BG\000199686225000160_8-K_2025-06-30,ok,
BG,1996862,8-K,2025-07-07,2025-07-07,0001996862-25-000163,"8.01,9.01",8-K,bg-20250707.htm,domain_knowledge\company_reports\BG\000199686225000163_8-K_2025-07-07\bg-20250707.htm,domain_knowledge\company_reports\BG\000199686225000163_8-K_2025-07-07,ok,
BG,1996862,8-K,2025-07-08,2025-07-08,0001996862-25-000192,"8.01,9.01",8-K,bg-20250708.htm,domain_knowledge\company_reports\BG\000199686225000192_8-K_2025-07-08\bg-20250708.htm,domain_knowledge\company_reports\BG\000199686225000192_8-K_2025-07-08,ok,
BG,1996862,8-K,2025-07-30,2025-07-30,0001996862-25-000201,"2.02,9.01",8-K,bg-20250730.htm,domain_knowledge\company_reports\BG\000199686225000201_8-K_2025-07-30\bg-20250730.htm,domain_knowledge\company_reports\BG\000199686225000201_8-K_2025-07-30,ok,
BG,1996862,10-Q,2025-08-05,2025-06-30,0001996862-25-000204,,10-Q,bg-20250630.htm,domain_knowledge\company_reports\BG\000199686225000204_10-Q_2025-08-05\bg-20250630.htm,domain_knowledge\company_reports\BG\000199686225000204_10-Q_2025-08-05,ok,
BG,1996862,8-K,2025-09-09,2025-09-03,0001996862-25-000207,"8.01,9.01",8-K,bg-20250903.htm,domain_knowledge\company_reports\BG\000199686225000207_8-K_2025-09-09\bg-20250903.htm,domain_knowledge\company_reports\BG\000199686225000207_8-K_2025-09-09,ok,
