ticker,cik,form,filing_date,report_date,accession,items,primary_doc_description,primary_document,primary_path,filing_dir,status,error
ADM,7084,8-K,2024-03-12,2024-03-12,0000007084-24-000010,"2.02,9.01",8-K,adm-20240312.htm,domain_knowledge\company_reports\ADM\000000708424000010_8-K_2024-03-12\adm-20240312.htm,domain_knowledge\company_reports\ADM\000000708424000010_8-K_2024-03-12,ok,
ADM,7084,8-K,2024-04-30,2024-04-30,0000007084-24-000015,"2.02,9.01",8-K,adm-20240430.htm,domain_knowledge\company_reports\ADM\000000708424000015_8-K_2024-04-30\adm-20240430.htm,domain_knowledge\company_reports\ADM\000000708424000015_8-K_2024-04-30,ok,
ADM,7084,10-Q,2024-04-30,2024-03-31,0000007084-24-000017,,10-Q,adm-20240331.htm,domain_knowledge\company_reports\ADM\000000708424000017_10-Q_2024-04-30\adm-20240331.htm,domain_knowledge\company_reports\ADM\000000708424000017_10-Q_2024-04-30,ok,
ADM,7084,8-K,2024-07-30,2024-07-30,0000007084-24-000024,"2.02,9.01",8-K,adm-20240730.htm,domain_knowledge\company_reports\ADM\000000708424000024_8-K_2024-07-30\adm-20240730.htm,domain_knowledge\company_reports\ADM\000000708424000024_8-K_2024-07-30,ok,
ADM,7084,10-Q,2024-07-30,2024-06-30,0000007084-24-000026,,10-Q,adm-20240630.htm,domain_knowledge\company_reports\ADM\000000708424000026_10-Q_2024-07-30\adm-20240630.htm,domain_knowledge\company_reports\ADM\000000708424000026_10-Q_2024-07-30,ok,
ADM,7084,8-K,2024-11-05,2024-11-04,0000007084-24-000031,"2.02,9.01",8-K,adm-20241104.htm,domain_knowledge\company_reports\ADM\000000708424000031_8-K_2024-11-05\adm-20241104.htm,domain_knowledge\company_reports\ADM\000000708424000031_8-K_2024-11-05,ok,
ADM,7084,8-K,2024-11-05,2024-11-04,0000007084-24-000034,4.02,8-K,adm-20241104.htm,domain_knowledge\company_reports\ADM\000000708424000034_8-K_2024-11-05\adm-20241104.htm,domain_knowledge\company_reports\ADM\000000708424000034_8-K_2024-11-05,ok,
ADM,7084,10-Q,2024-11-18,2024-09-30,0000007084-24-000054,,10-Q,adm-20240930.htm,domain_knowledge\company_reports\ADM\000000708424000054_10-Q_2024-11-18\adm-20240930.htm,domain_knowledge\company_reports\ADM\000000708424000054_10-Q_2024-11-18,ok,
ADM,7084,8-K,2024-11-18,2024-11-18,0000007084-24-000056,"2.02,9.01",8-K,adm-20241118.htm,domain_knowledge\company_reports\ADM\000000708424000056_8-K_2024-11-18\adm-20241118.htm,domain_knowledge\company_reports\ADM\000000708424000056_8-K_2024-11-18,ok,
ADM,7084,8-K,2025-02-04,2025-02-04,0000007084-25-000005,"2.02,9.01",8-K,adm-20250204.htm,domain_knowledge\company_reports\ADM\000000708425000005_8-K_2025-02-04\adm-20250204.htm,domain_knowledge\company_reports\ADM\000000708425000005_8-K_2025-02-04,ok,
ADM,7084,10-K,2025-02-20,2024-12-31,0000007084-25-000011,,10-K,adm-20241231.htm,domain_knowledge\company_reports\ADM\000000708425000011_10-K_2025-02-20\adm-20241231.htm,domain_knowledge\company_reports\ADM\000000708425000011_10-K_2025-02-20,ok,
ADM,7084,8-K,2025-05-06,2025-05-06,0000007084-25-000020,"2.02,9.01",8-K,adm-20250506.htm,domain_knowledge\company_reports\ADM\000000708425000020_8-K_2025-05-06\adm-20250506.htm,domain_knowledge\company_reports\ADM\000000708425000020_8-K_2025-05-06,ok,
ADM,7084,10-Q,2025-05-06,2025-03-31,0000007084-25-000022,,10-Q,adm-20250331.htm,domain_knowledge\company_reports\ADM\000000708425000022_10-Q_2025-05-06\adm-20250331.htm,domain_knowledge\company_reports\ADM\000000708425000022_10-Q_2025-05-06,ok,
ADM,7084,8-K,2025-08-05,2025-08-05,0000007084-25-000040,"2.02,9.01",8-K,adm-20250805.htm,domain_knowledge\company_reports\ADM\000000708425000040_8-K_2025-08-05\adm-20250805.htm,domain_knowledge\company_reports\ADM\000000708425000040_8-K_2025-08-05,ok,
ADM,7084,10-Q,2025-08-05,2025-06-30,0000007084-25-000042,,10-Q,adm-20250630.htm,domain_knowledge\company_reports\ADM\000000708425000042_10-Q_2025-08-05\adm-20250630.htm,domain_knowledge\company_reports\ADM\000000708425000042_10-Q_2025-08-05,ok,
ADM,7084,8-K,2025-11-04,2025-11-04,0000007084-25-000049,"2.02,9.01",8-K,adm-20251104.htm,domain_knowledge\company_reports\ADM\000000708425000049_8-K_2025-11-04\adm-20251104.htm,domain_knowledge\company_reports\ADM\000000708425000049_8-K_2025-11-04,ok,
ADM,7084,10-Q,2025-11-04,2025-09-30,0000007084-25-000052,,10-Q,adm-20250930.htm,domain_knowledge\company_reports\ADM\000000708425000052_10-Q_2025-11-04\adm-20250930.htm,domain_knowledge\company_reports\ADM\000000708425000052_10-Q_2025-11-04,ok,
ADM,7084,8-K,2026-02-03,2026-02-03,0000007084-26-000005,"2.02,9.01",8-K,adm-20260203.htm,domain_knowledge\company_reports\ADM\000000708426000005_8-K_2026-02-03\adm-20260203.htm,domain_knowledge\company_reports\ADM\000000708426000005_8-K_2026-02-03,ok,
ADM,7084,10-K,2026-02-17,2025-12-31,0000007084-26-000011,,10-K,adm-20251231.htm,domain_knowledge\company_reports\ADM\000000708426000011_10-K_2026-02-17\adm-20251231.htm,domain_knowledge\company_reports\ADM\000000708426000011_10-K_2026-02-17,ok,
ADM,7084,8-K,2026-05-05,2026-05-05,0000007084-26-000021,"2.02,9.01",8-K,adm-20260505.htm,domain_knowledge\company_reports\ADM\000000708426000021_8-K_2026-05-05\adm-20260505.htm,domain_knowledge\company_reports\ADM\000000708426000021_8-K_2026-05-05,ok,
ADM,7084,10-Q,2026-05-05,2026-03-31,0000007084-26-000023,,10-Q,adm-20260331.htm,domain_knowledge\company_reports\ADM\000000708426000023_10-Q_2026-05-05\adm-20260331.htm,domain_knowledge\company_reports\ADM\000000708426000023_10-Q_2026-05-05,ok,
ADM,7084,DEF 14A,2020-03-25,2020-05-07,0001193125-20-084320,,DEF 14A,d865428ddef14a.htm,domain_knowledge\company_reports\ADM\000119312520084320_DEF 14A_2020-03-25\d865428ddef14a.htm,domain_knowledge\company_reports\ADM\000119312520084320_DEF 14A_2020-03-25,ok,
ADM,7084,DEF 14A,2021-03-26,2021-05-06,0001193125-21-095487,,DEF 14A,d305057ddef14a.htm,domain_knowledge\company_reports\ADM\000119312521095487_DEF 14A_2021-03-26\d305057ddef14a.htm,domain_knowledge\company_reports\ADM\000119312521095487_DEF 14A_2021-03-26,ok,
ADM,7084,8-K,2022-02-04,2022-02-03,0001193125-22-028314,5.02,8-K,d287557d8k.htm,domain_knowledge\company_reports\ADM\000119312522028314_8-K_2022-02-04\d287557d8k.htm,domain_knowledge\company_reports\ADM\000119312522028314_8-K_2022-02-04,ok,
ADM,7084,8-K,2022-02-28,2022-02-28,0001193125-22-057907,9.01,8-K,d269604d8k.htm,domain_knowledge\company_reports\ADM\000119312522057907_8-K_2022-02-28\d269604d8k.htm,domain_knowledge\company_reports\ADM\000119312522057907_8-K_2022-02-28,ok,
ADM,7084,8-K,2022-03-03,2022-02-25,0001193125-22-064303,"5.02,9.01",8-K,d244600d8k.htm,domain_knowledge\company_reports\ADM\000119312522064303_8-K_2022-03-03\d244600d8k.htm,domain_knowledge\company_reports\ADM\000119312522064303_8-K_2022-03-03,ok,
ADM,7084,8-K,2022-03-08,2022-03-03,0001193125-22-069255,5.02,8-K,d424545d8k.htm,domain_knowledge\company_reports\ADM\000119312522069255_8-K_2022-03-08\d424545d8k.htm,domain_knowledge\company_reports\ADM\000119312522069255_8-K_2022-03-08,ok,
ADM,7084,DEF 14A,2022-03-22,2022-05-05,0001193125-22-081019,,DEF 14A,d224373ddef14a.htm,domain_knowledge\company_reports\ADM\000119312522081019_DEF 14A_2022-03-22\d224373ddef14a.htm,domain_knowledge\company_reports\ADM\000119312522081019_DEF 14A_2022-03-22,ok,
ADM,7084,8-K,2022-04-08,2022-04-05,0001193125-22-100320,"5.02,9.01",8-K,d305959d8k.htm,domain_knowledge\company_reports\ADM\000119312522100320_8-K_2022-04-08\d305959d8k.htm,domain_knowledge\company_reports\ADM\000119312522100320_8-K_2022-04-08,ok,
ADM,7084,8-K,2022-05-06,2022-05-05,0001193125-22-143806,5.07,8-K,d267760d8k.htm,domain_knowledge\company_reports\ADM\000119312522143806_8-K_2022-05-06\d267760d8k.htm,domain_knowledge\company_reports\ADM\000119312522143806_8-K_2022-05-06,ok,
ADM,7084,8-K,2022-08-03,2022-08-03,0001193125-22-211402,"5.02,9.01",8-K,d371189d8k.htm,domain_knowledge\company_reports\ADM\000119312522211402_8-K_2022-08-03\d371189d8k.htm,domain_knowledge\company_reports\ADM\000119312522211402_8-K_2022-08-03,ok,
ADM,7084,8-K,2022-11-04,2022-11-01,0001193125-22-277900,"5.02,5.03,8.01,9.01",8-K,d373323d8k.htm,domain_knowledge\company_reports\ADM\000119312522277900_8-K_2022-11-04\d373323d8k.htm,domain_knowledge\company_reports\ADM\000119312522277900_8-K_2022-11-04,ok,
ADM,7084,DEF 14A,2023-03-14,,0001193125-23-070173,,DEF 14A,d14194ddef14a.htm,domain_knowledge\company_reports\ADM\000119312523070173_DEF 14A_2023-03-14\d14194ddef14a.htm,domain_knowledge\company_reports\ADM\000119312523070173_DEF 14A_2023-03-14,ok,
ADM,7084,8-K,2023-04-03,2023-04-03,0001193125-23-089544,9.01,8-K,d488845d8k.htm,domain_knowledge\company_reports\ADM\000119312523089544_8-K_2023-04-03\d488845d8k.htm,domain_knowledge\company_reports\ADM\000119312523089544_8-K_2023-04-03,ok,
ADM,7084,8-K,2023-05-08,2023-05-04,0001193125-23-138242,5.07,8-K,d431888d8k.htm,domain_knowledge\company_reports\ADM\000119312523138242_8-K_2023-05-08\d431888d8k.htm,domain_knowledge\company_reports\ADM\000119312523138242_8-K_2023-05-08,ok,
ADM,7084,8-K,2023-11-13,2023-11-10,0001193125-23-275456,"5.02,9.01",8-K,d488319d8k.htm,domain_knowledge\company_reports\ADM\000119312523275456_8-K_2023-11-13\d488319d8k.htm,domain_knowledge\company_reports\ADM\000119312523275456_8-K_2023-11-13,ok,
ADM,7084,8-K,2024-01-22,2024-01-19,0001193125-24-011608,"2.02,5.02,7.01,9.01",8-K,d737314d8k.htm,domain_knowledge\company_reports\ADM\000119312524011608_8-K_2024-01-22\d737314d8k.htm,domain_knowledge\company_reports\ADM\000119312524011608_8-K_2024-01-22,ok,
ADM,7084,8-K,2024-01-26,2024-01-26,0001193125-24-016857,"7.01,9.01",8-K,d169540d8k.htm,domain_knowledge\company_reports\ADM\000119312524016857_8-K_2024-01-26\d169540d8k.htm,domain_knowledge\company_reports\ADM\000119312524016857_8-K_2024-01-26,ok,
ADM,7084,8-K,2024-03-20,2024-03-18,0001193125-24-072814,5.02,8-K,d811385d8k.htm,domain_knowledge\company_reports\ADM\000119312524072814_8-K_2024-03-20\d811385d8k.htm,domain_knowledge\company_reports\ADM\000119312524072814_8-K_2024-03-20,ok,
ADM,7084,DEF 14A,2024-04-10,2024-05-23,0001193125-24-091968,,DEF 14A,d540412ddef14a.htm,domain_knowledge\company_reports\ADM\000119312524091968_DEF 14A_2024-04-10\d540412ddef14a.htm,domain_knowledge\company_reports\ADM\000119312524091968_DEF 14A_2024-04-10,ok,
ADM,7084,8-K,2024-04-22,2024-04-19,0001193125-24-104863,"5.02,9.01",8-K,d820532d8k.htm,domain_knowledge\company_reports\ADM\000119312524104863_8-K_2024-04-22\d820532d8k.htm,domain_knowledge\company_reports\ADM\000119312524104863_8-K_2024-04-22,ok,
ADM,7084,8-K,2024-05-29,2024-05-23,0001193125-24-149162,5.07,8-K,d808814d8k.htm,domain_knowledge\company_reports\ADM\000119312524149162_8-K_2024-05-29\d808814d8k.htm,domain_knowledge\company_reports\ADM\000119312524149162_8-K_2024-05-29,ok,
ADM,7084,8-K,2024-07-10,2024-07-03,0001193125-24-177070,"5.02,7.01,9.01",8-K,d826908d8k.htm,domain_knowledge\company_reports\ADM\000119312524177070_8-K_2024-07-10\d826908d8k.htm,domain_knowledge\company_reports\ADM\000119312524177070_8-K_2024-07-10,ok,
ADM,7084,8-K,2024-11-06,2024-11-01,0001193125-24-252151,"5.02,7.01,9.01",8-K,d885991d8k.htm,domain_knowledge\company_reports\ADM\000119312524252151_8-K_2024-11-06\d885991d8k.htm,domain_knowledge\company_reports\ADM\000119312524252151_8-K_2024-11-06,ok,
ADM,7084,8-K,2024-12-02,2024-12-02,0001193125-24-268996,"7.01,9.01",8-K,d901313d8k.htm,domain_knowledge\company_reports\ADM\000119312524268996_8-K_2024-12-02\d901313d8k.htm,domain_knowledge\company_reports\ADM\000119312524268996_8-K_2024-12-02,ok,
ADM,7084,8-K,2025-01-29,2025-01-29,0001193125-25-015021,"5.02,7.01,9.01",8-K,d838162d8k.htm,domain_knowledge\company_reports\ADM\000119312525015021_8-K_2025-01-29\d838162d8k.htm,domain_knowledge\company_reports\ADM\000119312525015021_8-K_2025-01-29,ok,
ADM,7084,DEF 14A,2025-03-25,2025-05-08,0001193125-25-062691,,DEF 14A,d919406ddef14a.htm,domain_knowledge\company_reports\ADM\000119312525062691_DEF 14A_2025-03-25\d919406ddef14a.htm,domain_knowledge\company_reports\ADM\000119312525062691_DEF 14A_2025-03-25,ok,
ADM,7084,8-K,2025-05-14,2025-05-08,0001193125-25-119567,5.07,8-K,d947064d8k.htm,domain_knowledge\company_reports\ADM\000119312525119567_8-K_2025-05-14\d947064d8k.htm,domain_knowledge\company_reports\ADM\000119312525119567_8-K_2025-05-14,ok,
ADM,7084,8-K,2025-09-23,2025-09-23,0001193125-25-213422,"7.01,9.01",8-K,d72799d8k.htm,domain_knowledge\company_reports\ADM\000119312525213422_8-K_2025-09-23\d72799d8k.htm,domain_knowledge\company_reports\ADM\000119312525213422_8-K_2025-09-23,ok,
ADM,7084,8-K,2026-01-28,2026-01-27,0001193125-26-025560,"8.01,9.01",8-K,d884185d8k.htm,domain_knowledge\company_reports\ADM\000119312526025560_8-K_2026-01-28\d884185d8k.htm,domain_knowledge\company_reports\ADM\000119312526025560_8-K_2026-01-28,ok,
ADM,7084,8-K,2026-03-10,2026-03-09,0001193125-26-100440,"5.02,7.01,9.01",8-K,d119393d8k.htm,domain_knowledge\company_reports\ADM\000119312526100440_8-K_2026-03-10\d119393d8k.htm,domain_knowledge\company_reports\ADM\000119312526100440_8-K_2026-03-10,ok,
ADM,7084,DEF 14A,2026-03-26,2026-05-07,0001193125-26-126218,,DEF 14A,d911479ddef14a.htm,domain_knowledge\company_reports\ADM\000119312526126218_DEF 14A_2026-03-26\d911479ddef14a.htm,domain_knowledge\company_reports\ADM\000119312526126218_DEF 14A_2026-03-26,ok,
